[13B-REW 5.08][DL-340XB][AEM 30-0334 X Series]
Time(s)	RPM	PIM	PIM V	TPS V	InjFrPr	Inj +/-	IGL	IGT	FuelT	Oil	PC%	WG%	WtrT	AirT	Knock	BatV	Speed	???(2)	O2S	???	InjFrSc	AN1-AN2 Wide Band O2	AN2 raw	
.75	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
.799	0	9773	2.607	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
.847	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
.898	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
.95	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
1	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
1.05	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
1.1	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
1.15	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
1.197	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
1.249	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
1.298	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
1.349	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
1.4	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
1.45	0	9773	2.607	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
1.5	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
1.548	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
1.601	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
1.651	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
1.7	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
1.75	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
1.8	0	9773	2.607	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
1.85	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
1.901	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
1.948	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
1.998	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
2.049	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
2.099	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
2.148	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
2.198	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.89	76	0	11.8	0.000	
2.25	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
2.299	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
2.349	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
2.398	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
2.45	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
2.498	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
2.551	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
2.602	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
2.65	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
2.701	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
2.748	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
2.8	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
2.848	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.89	76	0	11.8	0.000	
2.9	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
2.948	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.89	76	0	11.8	0.000	
3	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
3.051	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
3.1	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
3.149	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
3.199	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
3.247	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
3.299	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
3.351	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
3.4	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
3.451	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.89	76	0	11.8	0.000	
3.5	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
3.549	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
3.598	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.89	76	0	11.8	0.000	
3.649	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
3.698	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
3.749	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
3.798	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
3.85	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
3.899	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
3.948	0	9773	2.607	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
3.998	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
4.049	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.89	76	0	11.8	0.000	
4.098	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
4.148	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
4.2	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
4.25	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
4.299	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
4.349	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
4.401	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
4.45	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
4.5	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
4.549	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
4.597	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
4.649	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
4.7	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
4.751	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
4.801	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
4.851	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
4.899	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
4.95	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
4.998	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
5.05	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
5.1	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
5.148	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
5.2	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
5.251	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
5.3	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
5.351	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
5.401	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
5.449	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
5.501	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
5.551	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
5.599	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
5.648	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
5.701	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
5.748	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
5.801	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
5.85	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
5.901	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
5.951	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
6.002	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
6.049	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
6.102	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
6.152	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
6.199	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
6.25	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.88	76	0	11.78	0.000	
6.301	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
6.349	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.84	76	0	11.68	0.000	
6.401	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
6.45	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
6.5	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
6.549	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
6.598	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
6.65	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
6.698	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
6.748	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
6.799	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
6.849	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
6.899	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
6.949	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
6.998	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
7.048	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.84	76	0	11.68	0.000	
7.101	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
7.151	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
7.2	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
7.25	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
7.3	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
7.351	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
7.402	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
7.449	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
7.499	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.84	76	0	11.68	0.000	
7.55	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
7.6	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
7.65	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.84	76	0	11.68	0.000	
7.7	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
7.749	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
7.797	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
7.851	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
7.899	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
7.949	0	9773	2.607	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
7.998	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
8.049	0	9773	2.607	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.84	76	0	11.68	0.000	
8.098	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
8.147	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
8.198	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
8.249	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
8.298	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.87	76	0	11.75	0.000	
8.351	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
8.4	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
8.45	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
8.499	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.84	76	0	11.68	0.000	
8.55	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
8.599	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
8.649	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.84	76	0	11.68	0.000	
8.698	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
8.748	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
8.8	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.84	76	0	11.68	0.000	
8.849	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
8.899	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
8.947	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
8.999	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
9.049	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
9.099	0	9773	2.607	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.84	76	0	11.68	0.000	
9.151	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
9.2	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
9.248	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
9.301	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
9.349	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.84	76	0	11.68	0.000	
9.401	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
9.448	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
9.498	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.84	76	0	11.68	0.000	
9.548	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
9.599	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
9.649	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.84	76	0	11.68	0.000	
9.698	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
9.747	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
9.798	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
9.849	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
9.899	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
9.948	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.84	76	0	11.68	0.000	
9.999	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
10.049	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
10.097	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
10.149	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.86	76	0	11.73	0.000	
10.2	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
10.249	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.85	76	0	11.71	0.000	
10.3	0	9749	2.602	.825	8.179	297	9	5	175	51	1	1	85	51	0	12.2	0	1000	1.84	76	0	11.68	0.000	
