[13B-REW 5.08][DL-340XB][AEM 30-0334 X Series]
Time(s)	Clock    	Switches        	RPM	PIM	PIM V	TPS V	InjFrPr	Inj +/-	IGL	IGT	FuelT	Oil	PC%	WG%	WtrT	AirT	Knock	BatV	Speed	???(2)	O2S	???	InjFrSc	AN1-AN2 Wide Band O2	AN2 raw	
1.439	18:26:51.015	0000100000101011	2133	5813	1.862	.488	3.667	257	27	27	175	14	1	1	95	48	0	13.7	0	234	1.981	76	0	12.02	0.000	
1.49	18:26:51.066	0000100000101011	2187	5749	1.842	.488	3.808	257	27	27	175	14	1	1	95	48	3	13.7	0	236	2.117	76	0	12.34	0.000	
1.541	18:26:51.117	0000100000101011	2117	5645	1.822	.488	3.699	257	27	27	175	14	1	1	95	48	0	13.7	0	233	2.092	76	0	12.28	0.000	
1.589	18:26:51.165	0000100000101011	2135	5781	1.856	.488	3.707	257	27	27	175	14	1	1	95	48	0	13.7	0	234	2.031	76	0	12.14	0.000	
1.64	18:26:51.216	0000100000101011	2228	5773	1.844	.488	3.8	257	27	27	175	14	1	1	95	48	3	13.7	0	238	2.127	76	0	12.36	0.000	
1.69	18:26:51.266	0000100000101011	2155	5629	1.819	.488	3.746	257	27	27	175	14	1	1	95	48	0	13.7	0	234	2.147	76	0	12.41	0.000	
1.742	18:26:51.318	0000100000101011	2110	5757	1.847	.488	3.667	257	27	27	175	14	1	1	95	48	0	13.7	0	234	2.061	76	0	12.21	0.000	
1.79	18:26:51.366	0000100000101011	2200	5821	1.856	.488	3.785	257	27	27	175	14	1	1	95	48	1	13.7	0	234	2.097	76	0	12.29	0.000	
1.842	18:26:51.418	0000100000101011	2198	5669	1.825	.488	3.746	257	27	27	175	14	1	1	95	48	0	13.7	0	236	2.167	76	0	12.46	0.000	
1.893	18:26:51.469	0000100000101011	2109	5637	1.822	.488	3.628	257	27	27	175	14	1	1	95	48	0	13.7	0	233	2.061	76	0	12.21	0.000	
1.94	18:26:51.516	0000100000101011	2136	5829	1.863	.488	3.66	257	27	27	175	14	1	1	95	48	0	13.7	0	234	1.94	76	0	11.92	0.000	
1.988	18:26:51.564	0000100000101011	2199	5765	1.844	.488	3.824	257	27	27	175	14	1	1	95	48	1	13.7	0	236	2.066	76	0	12.22	0.000	
2.04	18:26:51.616	0000100000101011	2115	5645	1.823	.488	3.699	257	27	27	175	14	1	1	95	48	0	13.7	0	233	2.147	76	0	12.41	0.000	
2.089	18:26:51.665	0000100000101011	2118	5765	1.854	.488	3.675	257	27	27	175	14	1	1	95	48	1	13.7	0	233	2.061	76	0	12.21	0.000	
2.141	18:26:51.717	0000100000101011	2217	5837	1.855	.488	3.839	257	27	27	175	14	1	1	95	48	5	13.7	0	238	2.076	76	0	12.24	0.000	
2.19	18:26:51.766	0000100000101011	2165	5685	1.831	.488	3.769	257	27	27	175	14	1	1	95	48	0	13.7	0	236	2.218	76	0	12.58	0.000	
2.239	18:26:51.815	0000100000101011	2138	5757	1.848	.488	3.667	257	27	27	175	14	1	1	95	48	1	13.7	0	234	2.092	76	0	12.28	0.000	
2.292	18:26:51.868	0000100000101011	2228	5765	1.846	.488	3.8	257	27	27	175	14	1	1	95	48	0	13.7	0	238	2.117	76	0	12.34	0.000	
2.339	18:26:51.915	0000100000101011	2205	5637	1.816	.488	3.722	257	27	27	175	14	1	1	95	48	0	13.7	0	238	2.137	76	0	12.39	0.000	
2.389	18:26:51.965	0000100000101011	2131	5677	1.83	.488	3.652	257	27	27	175	14	1	1	95	48	0	13.7	0	234	2.011	76	0	12.09	0.000	
2.442	18:26:52.018	0000100000101011	2197	5821	1.857	.488	3.769	257	27	27	175	14	1	1	95	48	0	13.7	0	236	1.971	76	0	11.99	0.000	
2.49	18:26:52.066	0000100000101011	2222	5709	1.828	.488	3.8	257	27	27	175	14	1	1	95	48	0	13.7	0	238	2.137	76	0	12.39	0.000	
2.542	18:26:52.118	0000100000101011	2154	5629	1.824	.488	3.675	257	27	27	175	14	1	1	95	48	0	13.7	0	236	2.112	76	0	12.33	0.000	
2.59	18:26:52.166	0000100000101011	2173	5725	1.837	.488	3.675	257	27	27	175	14	1	1	95	48	0	13.8	0	236	1.93	76	0	11.9	0.000	
2.64	18:26:52.216	0000100000101011	2230	5725	1.831	.488	3.761	257	27	27	175	14	1	1	95	48	0	13.8	0	238	2.011	76	0	12.09	0.000	
2.689	18:26:52.265	0000100000101011	2152	5581	1.81	.488	3.636	257	27	27	175	14	1	1	95	48	0	13.8	0	234	2.071	76	0	12.23	0.000	
2.739	18:26:52.315	0000100000101011	2134	5717	1.847	.488	3.636	257	27	27	175	14	1	1	95	48	1	13.8	0	234	2.021	76	0	12.11	0.000	
2.791	18:26:52.367	0000100000101011	2226	5749	1.839	.488	3.785	257	27	27	175	14	1	1	95	48	0	13.8	0	238	2.127	76	0	12.36	0.000	
2.842	18:26:52.418	0000100000101011	2160	5589	1.813	.488	3.691	257	27	27	175	14	1	1	95	48	0	13.8	0	236	2.167	76	0	12.46	0.000	
2.89	18:26:52.466	0000100000101011	2155	5709	1.834	.488	3.652	257	27	27	175	14	1	1	95	48	2	13.8	0	234	2.031	76	0	12.14	0.000	
2.942	18:26:52.518	0000100000101011	2226	5725	1.835	.488	3.761	257	27	27	175	14	1	1	95	48	1	13.8	0	236	2.056	76	0	12.2	0.000	
2.989	18:26:52.565	0000100000101011	2210	5605	1.815	.488	3.683	257	27	27	175	14	1	1	95	48	0	13.8	0	238	2.117	76	0	12.34	0.000	
3.039	18:26:52.615	0000100000101011	2139	5589	1.821	.488	3.628	257	27	27	175	14	1	1	95	48	0	13.8	0	234	2.021	76	0	12.11	0.000	
3.089	18:26:52.665	0000100000101011	2168	5757	1.847	.488	3.675	257	27	27	175	14	1	1	95	48	2	13.8	0	236	1.92	76	0	11.87	0.000	
3.141	18:26:52.717	0000100000101011	2212	5677	1.829	.488	3.777	257	27	27	175	14	1	1	95	48	2	13.8	0	238	2.117	76	0	12.34	0.000	
3.19	18:26:52.766	0000100000101011	2164	5565	1.806	.488	3.644	257	27	27	175	14	1	1	95	48	0	13.8	0	236	2.061	76	0	12.21	0.000	
3.24	18:26:52.816	0000100000101011	2163	5741	1.841	.488	3.683	257	27	27	175	14	1	1	95	48	0	13.8	0	236	1.94	76	0	11.92	0.000	
3.288	18:26:52.864	0000100000101011	2217	5765	1.842	.493	3.746	257	27	27	175	14	1	1	95	48	0	13.8	0	238	2.021	76	0	12.11	0.000	
3.341	18:26:52.917	0000100000101011	2168	5637	1.822	.493	3.722	257	27	27	175	14	1	1	95	48	0	13.8	0	238	2.082	76	0	12.26	0.000	
3.392	18:26:52.968	0000100000101011	2167	5757	1.848	.493	3.652	257	27	27	175	14	1	1	95	48	3	13.8	0	236	1.961	76	0	11.97	0.000	
3.439	18:26:53.015	0000100000101011	2248	5781	1.844	.502	3.8	257	27	27	175	14	1	1	95	48	1	13.8	0	239	2.011	76	0	12.09	0.000	
3.49	18:26:53.066	0000100000101011	2205	5645	1.824	.527	3.699	257	27	27	175	14	1	1	95	48	0	13.8	0	238	2.061	76	0	12.21	0.000	
3.543	18:26:53.119	0000100000101011	2178	6005	1.896	.615	3.8	257	26	26	175	14	1	1	95	48	0	13.8	0	236	1.971	76	0	11.99	0.000	
3.591	18:26:53.167	0000100000101011	2263	6317	1.953	.649	4.003	257	26	26	175	16	1	1	95	48	0	13.8	0	239	2.046	76	0	12.17	0.000	
3.64	18:26:53.216	0000100000101011	2365	6317	1.948	.654	4.167	257	26	26	175	16	1	1	95	48	1	13.8	0	244	2.071	76	0	12.23	0.000	
3.689	18:26:53.265	0000100000101011	2437	6253	1.94	.654	4.152	257	26	26	175	16	1	1	95	48	0	13.8	0	246	1.85	76	0	11.71	0.000	
3.741	18:26:53.317	0000100000101011	2504	6173	1.923	.659	4.121	257	27	27	175	16	1	1	95	48	2	13.8	0	247	1.769	76	0	11.51	0.000	
3.789	18:26:53.365	0000100000101011	2526	6045	1.9	.659	4.074	257	27	27	175	16	1	1	95	48	1	13.8	0	250	1.809	76	0	11.61	0.000	
3.841	18:26:53.417	0000100000101011	2522	6013	1.889	.659	4.019	257	27	27	175	16	1	1	95	48	0	13.8	0	249	1.779	76	0	11.54	0.000	
3.893	18:26:53.469	0000100000101011	2586	6021	1.892	.659	4.027	257	27	27	175	14	1	1	95	48	0	13.8	0	252	1.87	76	0	11.75	0.000	
3.94	18:26:53.516	0000100000101011	2604	5869	1.865	.659	4.003	257	28	28	175	14	1	1	95	48	0	13.8	0	254	2.001	76	0	12.06	0.000	
3.99	18:26:53.566	0000100000101011	2607	5821	1.857	.659	3.949	257	28	28	175	14	1	1	95	48	0	13.8	0	254	1.95	76	0	11.94	0.000	
4.039	18:26:53.615	0000100000101011	2695	5837	1.858	.664	3.949	257	28	28	175	14	1	1	95	48	2	13.8	0	257	2.066	76	0	12.22	0.000	
4.092	18:26:53.668	0000100000101011	2722	5669	1.828	.664	3.878	257	28	28	175	14	1	1	95	48	0	13.8	0	258	2.061	76	0	12.21	0.000	
4.139	18:26:53.715	0000100000101011	2729	5677	1.831	.664	3.832	257	28	28	175	14	1	1	95	48	0	13.8	0	257	1.95	76	0	11.94	0.000	
4.19	18:26:53.766	0000100000101011	2759	5605	1.812	.664	3.839	257	28	28	175	14	1	1	95	48	0	13.8	0	258	2.001	76	0	12.06	0.000	
4.24	18:26:53.816	0000100000101011	2767	5549	1.805	.664	3.761	257	28	28	175	14	1	1	95	48	0	13.8	0	260	1.88	76	0	11.78	0.000	
4.29	18:26:53.866	0000100000101011	2746	5549	1.806	.664	3.761	257	28	28	175	14	1	1	95	48	0	13.8	0	258	1.809	76	0	11.61	0.000	
4.341	18:26:53.917	0000100000101011	2829	5573	1.807	.664	3.816	257	29	29	175	14	1	1	95	48	0	13.8	0	262	2.127	76	0	12.36	0.000	
4.392	18:26:53.968	0000100000101011	2821	5429	1.783	.664	3.707	257	30	30	175	14	1	1	95	48	0	13.8	0	262	2.102	76	0	12.3	0.000	
4.439	18:26:54.015	0000100000101011	2846	5469	1.787	.664	3.714	257	30	30	175	14	1	1	95	48	0	13.8	0	262	2.001	76	0	12.06	0.000	
4.489	18:26:54.065	0000100000101011	2848	5349	1.768	.664	3.707	257	30	30	175	14	1	1	95	48	0	13.8	0	263	2.092	76	0	12.28	0.000	
4.54	18:26:54.116	0000100000101011	2866	5357	1.768	.664	3.652	257	30	30	175	14	1	1	95	48	0	13.8	0	263	1.9	76	0	11.82	0.000	
4.59	18:26:54.166	0000100000101011	2914	5341	1.765	.664	3.683	257	30	30	175	14	1	1	95	48	4	13.8	0	265	2.036	76	0	12.15	0.000	
4.64	18:26:54.216	0000100000100011	2912	5221	1.743	.668	3.574	257	30	30	175	14	1	1	95	48	0	13.8	0	265	1.971	76	0	11.99	0.000	
4.689	18:26:54.265	0000100000100011	2917	5253	1.748	.668	3.589	257	30	30	175	14	1	1	95	48	0	13.8	0	265	1.89	76	0	11.8	0.000	
4.741	18:26:54.317	0000100000100011	2943	5189	1.736	.668	3.558	257	30	30	175	14	1	1	95	48	0	13.8	0	268	2.031	76	0	12.14	0.000	
4.79	18:26:54.366	0000100000110011	2937	5141	1.73	.668	3.519	257	30	30	175	14	1	1	95	48	0	13.8	0	266	1.92	76	0	11.87	0.000	
4.84	18:26:54.416	0000100000110011	2982	5165	1.726	.668	3.55	257	30	30	175	14	1	1	95	48	0	13.8	0	268	2.056	76	0	12.2	0.000	
4.89	18:26:54.466	0000100000110011	2966	5053	1.715	.668	3.48	257	30	30	175	14	1	1	95	48	1	13.8	0	268	2.001	76	0	12.06	0.000	
4.94	18:26:54.516	0000100000110011	3003	5125	1.721	.673	3.511	257	31	31	175	14	1	1	95	48	1	13.8	0	270	1.991	76	0	12.04	0.000	
4.99	18:26:54.566	0000100000110011	3008	4997	1.7	.673	3.441	257	32	32	175	14	1	1	95	48	1	13.8	0	270	2.061	76	0	12.21	0.000	
5.041	18:26:54.617	0000100000110011	3024	5077	1.713	.673	3.472	257	31	31	175	14	1	1	95	48	1	13.8	0	270	2.087	76	0	12.27	0.000	
5.09	18:26:54.666	0000100000110011	3012	4997	1.702	.678	3.441	257	32	32	175	14	1	1	95	48	0	13.8	0	270	2.197	76	0	12.53	0.000	
5.14	18:26:54.716	0000100000110011	3007	5053	1.704	.678	3.464	257	31	31	175	14	1	1	95	48	0	13.8	0	270	2.278	76	0	12.72	0.000	
5.188	18:26:54.764	0000100000110011	3010	4981	1.7	.678	3.449	257	32	32	175	14	1	1	95	48	0	13.8	0	270	2.389	76	0	12.99	0.000	
5.241	18:26:54.817	0000100000110011	2986	4997	1.7	.678	3.441	257	31	31	175	14	1	1	95	48	0	13.8	0	270	2.369	76	0	12.94	0.000	
5.291	18:26:54.867	0000100000110011	3043	5037	1.704	.678	3.464	257	31	31	175	14	1	1	95	48	0	13.8	0	271	2.409	76	0	13.03	0.000	
5.339	18:26:54.915	0000100000110011	2975	4981	1.701	.683	3.433	257	31	31	175	14	1	1	95	48	0	13.8	0	270	2.328	76	0	12.84	0.000	
5.39	18:26:54.966	0000100000110011	3033	5101	1.717	.683	3.503	257	31	31	175	14	1	1	95	48	2	13.8	0	270	2.278	76	0	12.72	0.000	
5.443	18:26:55.019	0000100000110011	3012	5005	1.702	.683	3.433	257	31	31	175	14	1	1	95	48	0	13.8	0	270	2.359	76	0	12.92	0.000	
5.493	18:26:55.069	0000100000110011	3064	5029	1.709	.683	3.472	257	31	31	175	14	1	1	95	48	2	13.8	0	271	2.288	76	0	12.75	0.000	
5.54	18:26:55.116	0000100000110011	3064	4933	1.687	.688	3.41	257	32	32	175	14	1	1	95	48	0	13.8	0	271	2.238	76	0	12.63	0.000	
5.588	18:26:55.164	0000100000110011	3061	4941	1.695	.688	3.41	257	32	32	175	14	1	1	95	48	0	13.8	0	271	2.097	76	0	12.29	0.000	
5.641	18:26:55.217	0000100000110011	3103	4933	1.687	.688	3.417	257	32	32	175	14	1	1	95	48	0	13.8	0	273	2.218	76	0	12.58	0.000	
5.69	18:26:55.266	0000100000110011	3061	4885	1.679	.688	3.378	257	32	32	175	14	1	1	95	48	0	13.8	0	273	2.187	76	0	12.51	0.000	
5.741	18:26:55.317	0000100000110011	3139	4925	1.683	.693	3.41	257	32	32	175	14	1	1	95	48	3	13.8	0	274	2.187	76	0	12.51	0.000	
5.79	18:26:55.366	0000100000110011	3088	4845	1.669	.693	3.355	257	32	32	175	14	1	1	95	48	3	13.8	0	273	2.218	76	0	12.58	0.000	
5.84	18:26:55.416	0000100000110011	3126	4909	1.683	.693	3.394	257	32	32	175	14	1	1	95	48	1	13.8	0	273	2.157	76	0	12.44	0.000	
5.889	18:26:55.465	0000100000110011	3138	4813	1.665	.698	3.363	257	32	32	175	14	1	1	95	48	0	13.8	0	274	2.208	76	0	12.56	0.000	
5.94	18:26:55.516	0000100000110011	3118	4877	1.676	.698	3.347	257	32	32	175	14	1	1	95	48	2	13.8	0	273	2.097	76	0	12.29	0.000	
5.988	18:26:55.564	0000100000110011	3188	4845	1.668	.698	3.378	257	32	32	175	14	1	1	95	48	0	13.8	0	276	2.238	76	0	12.63	0.000	
6.04	18:26:55.616	0000100000110011	3130	4837	1.668	.698	3.347	257	32	32	175	14	1	1	95	48	0	13.8	0	274	2.218	76	0	12.58	0.000	
6.089	18:26:55.665	0000100000110011	3194	4805	1.664	.698	3.363	257	32	32	175	14	1	1	95	48	0	13.8	0	276	2.268	76	0	12.7	0.000	
6.14	18:26:55.716	0000100000110011	3182	4741	1.652	.698	3.316	257	32	32	175	14	1	1	95	48	0	13.8	0	276	2.187	76	0	12.51	0.000	
6.19	18:26:55.766	0000100000110011	3169	4837	1.67	.698	3.347	257	32	32	175	14	1	1	95	48	0	13.8	0	276	2.187	76	0	12.51	0.000	
6.24	18:26:55.816	0000100000110011	3169	4805	1.664	.703	3.324	257	32	32	175	14	1	1	95	48	0	13.8	0	276	2.278	76	0	12.72	0.000	
6.289	18:26:55.865	0000100000110011	3224	4757	1.655	.703	3.324	257	33	33	175	14	1	1	95	48	1	13.8	0	278	2.288	76	0	12.75	0.000	
6.34	18:26:55.916	0000100000110011	3201	4717	1.647	.703	3.285	257	33	33	175	14	1	1	95	48	1	13.8	0	278	2.228	76	0	12.6	0.000	
6.388	18:26:55.964	0000100000110011	3224	4717	1.646	.703	3.285	257	33	33	175	14	1	1	95	48	0	13.8	0	278	2.117	76	0	12.34	0.000	
6.438	18:26:56.014	0000100000110011	3228	4637	1.63	.664	3.097	240	33	33	175	14	1	1	95	48	0	13.8	0	278	2.092	76	0	12.28	0.000	
6.49	18:26:56.066	0000100000110011	3184	4205	1.537	.488	2.707	222	32	32	175	14	1	1	95	48	1	13.8	0	276	2.157	76	0	12.44	0.000	
6.541	18:26:56.117	0000100000110011	3109	3989	1.508	.488	2.746	240	32	32	175	14	1	1	95	48	0	13.8	0	273	2.268	76	0	12.7	0.000	
6.59	18:26:56.166	0000100000110011	3064	3941	1.501	.488	2.816	250	32	32	175	14	1	1	95	48	0	13.8	0	271	2.48	76	0	13.2	0.000	
6.64	18:26:56.216	0000100000110011	2980	4045	1.52	.488	2.878	257	32	32	175	14	1	1	95	48	0	13.8	0	268	2.666	76	0	13.64	0.000	
6.691	18:26:56.267	0000100000110011	2975	4093	1.528	.488	2.988	257	32	32	175	14	1	1	95	48	0	13.8	0	268	2.858	76	0	14.1	0.000	
6.74	18:26:56.316	0000100000110011	2870	4165	1.542	.488	2.988	257	32	32	175	14	1	1	95	48	0	13.8	0	265	2.878	76	0	14.15	0.000	
6.791	18:26:56.367	0000100000110011	2814	4317	1.579	.488	3.097	257	32	32	175	14	1	1	95	48	0	13.8	0	262	2.757	76	0	13.86	0.000	
6.84	18:26:56.416	0000100000110011	2782	4469	1.6	.493	3.16	257	31	31	175	14	1	1	95	48	0	13.8	0	260	2.797	76	0	13.96	0.000	
6.889	18:26:56.465	0000100000110011	2726	4493	1.61	.488	3.183	257	31	31	175	14	1	1	95	48	0	13.8	0	258	2.807	76	0	13.98	0.000	
6.94	18:26:56.516	0000100000110011	2649	4685	1.643	.488	3.207	257	30	30	175	14	1	1	95	48	1	13.8	0	255	2.777	76	0	13.91	0.000	
6.991	18:26:56.567	0000100000110011	2631	4797	1.666	.488	3.308	257	30	30	175	14	1	1	95	48	1	13.8	0	254	2.656	76	0	13.62	0.000	
7.04	18:26:56.616	0000100000110011	2563	4869	1.674	.488	3.308	257	30	30	175	14	1	1	95	48	0	13.8	0	252	2.696	76	0	13.72	0.000	
7.089	18:26:56.665	0000100000101011	2517	4957	1.69	.488	3.339	257	30	30	175	14	1	1	95	48	0	13.8	0	249	2.676	76	0	13.67	0.000	
7.139	18:26:56.715	0000100000101011	2475	5069	1.712	.488	3.378	257	29	29	175	14	1	1	95	48	0	13.8	0	249	2.606	76	0	13.5	0.000	
7.191	18:26:56.767	0000100000101011	2455	5149	1.728	.488	3.48	257	29	29	175	14	1	1	95	48	0	13.8	0	247	2.656	76	0	13.62	0.000	
7.24	18:26:56.816	0000100000101011	2467	5181	1.735	.488	3.488	257	29	29	175	14	1	1	95	48	0	13.8	0	247	2.555	76	0	13.38	0.000	
7.289	18:26:56.865	0000100000101011	2391	5197	1.74	.488	3.457	257	28	28	175	14	1	1	95	48	0	13.8	0	244	2.339	76	0	12.87	0.000	
7.339	18:26:56.915	0000100000101011	2348	5357	1.772	.488	3.519	257	28	28	175	14	1	1	95	48	1	13.8	0	242	2.197	76	0	12.53	0.000	
7.389	18:26:56.965	0000100000101011	2334	5461	1.787	.488	3.582	257	28	28	175	14	1	1	95	48	1	13.8	0	242	2.328	76	0	12.84	0.000	
7.44	18:26:57.016	0000100000101011	2319	5437	1.782	.488	3.621	257	28	28	175	14	1	1	95	48	0	13.8	0	241	2.399	76	0	13.01	0.000	
7.49	18:26:57.066	0000100000101011	2275	5485	1.792	.488	3.582	257	28	28	175	14	1	1	95	48	1	13.8	0	239	2.349	76	0	12.89	0.000	
7.54	18:26:57.116	0000100000101011	2254	5549	1.812	.488	3.628	257	27	27	175	14	1	1	95	48	3	13.8	0	239	2.298	76	0	12.77	0.000	
7.59	18:26:57.166	0000100000101011	2281	5589	1.809	.488	3.691	257	27	27	175	14	1	1	95	48	0	13.8	0	241	2.318	76	0	12.82	0.000	
7.64	18:26:57.216	0000100000101011	2203	5541	1.807	.488	3.644	257	27	27	175	14	1	1	95	48	0	13.8	0	238	2.268	76	0	12.7	0.000	
7.689	18:26:57.265	0000100000101011	2177	5645	1.822	.488	3.66	257	27	27	175	14	1	1	95	48	0	13.8	0	236	2.187	76	0	12.51	0.000	
7.739	18:26:57.315	0000100000101011	2217	5709	1.835	.488	3.714	257	27	27	175	14	1	1	95	48	1	13.8	0	238	2.258	76	0	12.68	0.000	
7.789	18:26:57.365	0000100000101011	2172	5581	1.81	.488	3.652	257	27	27	175	14	1	1	95	48	0	13.8	0	236	2.238	76	0	12.63	0.000	
7.841	18:26:57.417	0000100000101011	2133	5717	1.837	.488	3.644	257	27	27	175	14	1	1	95	48	0	13.8	0	233	2.167	76	0	12.46	0.000	
7.892	18:26:57.468	0000100000101011	2167	5797	1.857	.488	3.722	257	27	27	175	14	1	1	95	48	1	13.8	0	236	2.097	76	0	12.29	0.000	
7.94	18:26:57.516	0000100000101011	2172	5701	1.834	.488	3.792	257	27	27	175	14	1	1	95	48	0	13.8	0	236	2.208	76	0	12.56	0.000	
7.99	18:26:57.566	0000100000101011	2120	5653	1.826	.488	3.66	257	27	27	175	14	1	1	95	48	0	13.8	0	234	2.187	76	0	12.51	0.000	
8.038	18:26:57.614	0000100000101011	2125	5845	1.859	.488	3.73	257	27	27	175	14	1	1	95	48	1	13.8	0	234	2.071	76	0	12.23	0.000	
8.09	18:26:57.666	0000100000101011	2177	5837	1.852	.488	3.785	257	27	27	175	14	1	1	95	48	1	13.8	0	236	2.197	76	0	12.53	0.000	
8.139	18:26:57.715	0000100000101011	2118	5677	1.829	.488	3.738	257	27	27	175	14	1	1	95	48	0	13.8	0	234	2.127	76	0	12.36	0.000	
8.19	18:26:57.766	0000100000101011	2097	5733	1.845	.488	3.66	257	27	27	175	14	1	1	95	48	0	13.8	0	233	1.94	76	0	11.92	0.000	
8.238	18:26:57.814	0000100000101011	2160	5861	1.861	.488	3.785	257	27	27	175	14	1	1	95	48	1	13.8	0	234	1.93	76	0	11.9	0.000	
8.289	18:26:57.865	0000100000101011	2139	5701	1.833	.488	3.73	257	27	27	175	14	1	1	95	48	0	13.8	0	234	2.061	76	0	12.21	0.000	
8.341	18:26:57.917	0000100000101011	2074	5693	1.84	.488	3.66	257	27	27	175	14	1	1	95	48	0	13.8	0	233	2.031	76	0	12.14	0.000	
