[13B-REW 5.08][DL-340XB][AEM 30-0334 X Series]
Time(s)	Clock    	Switches        	RPM	PIM	PIM V	TPS V	InjFrPr	Inj +/-	IGL	IGT	FuelT	Oil	PC%	WG%	WtrT	AirT	Knock	BatV	Speed	???(2)	O2S	???	InjFrSc	AN1-AN2 Wide Band O2	AN2 raw	
30.34	18:27:19.916	0000100000110011	2860	4229	1.555	.488	3.015	257	32	32	175	14	1	1	94	48	0	13.8	0	263	2.717	76	0	13.77	0.000	
30.389	18:27:19.965	0000100000110011	2834	4317	1.573	.488	3.093	257	32	32	175	14	1	1	94	48	0	13.8	0	263	2.757	76	0	13.86	0.000	
30.44	18:27:20.016	0000100000110011	2771	4421	1.593	.488	3.117	257	31	31	175	14	1	1	94	48	0	13.8	0	260	2.807	76	0	13.98	0.000	
30.49	18:27:20.066	0000100000110011	2720	4637	1.632	.488	3.187	257	30	30	175	14	1	1	94	48	0	13.8	0	258	2.767	76	0	13.88	0.000	
30.538	18:27:20.114	0000100000110011	2682	4645	1.634	.488	3.257	257	30	30	175	14	1	1	94	48	1	13.8	0	257	2.706	76	0	13.74	0.000	
30.589	18:27:20.165	0000100000110011	2604	4733	1.65	.488	3.257	257	30	30	175	14	1	1	94	48	0	13.8	0	254	2.565	76	0	13.4	0.000	
30.639	18:27:20.215	0000100000110011	2596	4933	1.687	.488	3.351	257	30	30	175	14	1	1	94	48	0	13.8	0	252	2.5	76	0	13.25	0.000	
30.689	18:27:20.265	0000100000101011	2551	4893	1.678	.488	3.335	257	30	30	175	14	1	1	94	48	0	13.8	0	250	2.596	76	0	13.48	0.000	
30.74	18:27:20.316	0000100000101011	2484	4981	1.706	.488	3.343	257	30	30	175	14	1	1	94	48	0	13.8	0	249	2.53	76	0	13.32	0.000	
30.792	18:27:20.368	0000100000101011	2477	5157	1.73	.488	3.468	257	29	29	175	14	1	1	94	48	0	13.8	0	249	2.429	76	0	13.08	0.000	
30.839	18:27:20.415	0000100000101011	2417	5117	1.723	.488	3.437	257	29	29	175	14	1	1	94	48	0	13.8	0	247	2.389	76	0	12.99	0.000	
30.889	18:27:20.465	0000100000101011	2378	5221	1.755	.488	3.453	257	28	28	175	14	1	1	94	48	0	13.8	0	244	2.288	76	0	12.75	0.000	
30.943	18:27:20.519	0000100000101011	2372	5389	1.774	.488	3.585	257	28	28	175	14	1	1	94	48	2	13.8	0	246	2.349	76	0	12.89	0.000	
30.991	18:27:20.567	0000100000101011	2341	5349	1.763	.488	3.546	257	28	28	175	14	1	1	94	48	1	13.8	0	242	2.389	76	0	12.99	0.000	
31.042	18:27:20.618	0000100000101011	2270	5421	1.789	.488	3.539	257	28	28	175	14	1	1	94	48	0	13.8	0	239	2.308	76	0	12.79	0.000	
31.09	18:27:20.666	0000100000101011	2299	5589	1.808	.488	3.695	257	27	27	175	14	1	1	94	48	3	13.8	0	241	2.268	76	0	12.7	0.000	
31.141	18:27:20.717	0000100000101011	2261	5485	1.789	.488	3.609	257	28	28	175	14	1	1	94	48	0	13.8	0	239	2.349	76	0	12.89	0.000	
31.19	18:27:20.766	0000100000101011	2188	5557	1.806	.488	3.585	257	27	27	175	14	1	1	94	48	0	13.8	0	236	2.238	76	0	12.63	0.000	
31.238	18:27:20.814	0000100000101011	2232	5741	1.841	.488	3.656	257	27	27	175	14	1	1	94	48	1	13.8	0	238	2.208	76	0	12.56	0.000	
31.291	18:27:20.867	0000100000101011	2228	5597	1.815	.488	3.703	257	27	27	175	14	1	1	94	48	0	13.8	0	238	2.278	76	0	12.72	0.000	
31.34	18:27:20.916	0000100000101011	2148	5613	1.817	.488	3.625	257	27	27	175	14	1	1	94	48	0	13.8	0	236	2.167	76	0	12.46	0.000	
31.39	18:27:20.966	0000100000101011	2186	5749	1.848	.493	3.703	257	27	27	175	14	1	1	94	48	1	13.8	0	234	2.107	76	0	12.32	0.000	
31.439	18:27:21.015	0000100000101011	2228	5749	1.839	.517	3.757	257	27	27	175	14	1	1	94	48	0	13.8	0	238	2.197	76	0	12.53	0.000	
31.492	18:27:21.068	0000100000101011	2147	5893	1.87	.585	3.757	257	27	27	175	14	1	1	94	48	0	13.8	0	234	2.157	76	0	12.44	0.000	
31.539	18:27:21.115	0000100000101011	2156	6373	1.976	.703	3.882	257	25	25	175	16	1	1	94	48	0	13.8	0	234	2.031	76	0	12.14	0.000	
31.591	18:27:21.167	0000100000101011	2310	6677	2.021	.742	4.289	257	24	24	175	18	1	1	94	48	4	13.8	0	241	2.157	76	0	12.44	0.000	
31.641	18:27:21.217	0000100000101011	2431	6709	2.027	.751	4.406	257	24	24	175	18	1	1	94	48	3	13.8	0	246	2.041	76	0	12.16	0.000	
31.692	18:27:21.268	0000100000101011	2505	6629	2.008	.751	4.398	257	24	24	175	18	1	1	94	48	1	13.8	0	249	1.86	76	0	11.73	0.000	
31.742	18:27:21.318	0000100000101011	2564	6477	1.98	.751	4.304	257	25	25	175	17	1	1	94	48	1	13.8	0	252	1.89	76	0	11.8	0.000	
31.79	18:27:21.366	0000100000101011	2673	6365	1.957	.756	4.257	257	26	26	175	16	1	1	94	48	0	13.8	0	255	1.89	76	0	11.8	0.000	
31.839	18:27:21.415	0000100000101011	2747	6237	1.927	.756	4.21	257	27	27	175	16	1	1	94	48	0	13.8	0	258	1.87	76	0	11.75	0.000	
31.89	18:27:21.466	0000100000101011	2759	6109	1.909	.756	4.148	257	27	27	175	16	1	1	94	48	0	13.8	0	258	1.779	76	0	11.54	0.000	
31.939	18:27:21.515	0000100000101011	2814	6021	1.895	.756	4.093	257	28	28	175	16	1	1	94	48	2	13.8	0	262	1.95	76	0	11.94	0.000	
31.99	18:27:21.566	0000100000101011	2849	5965	1.874	.756	4.046	257	29	29	175	14	1	1	94	48	0	13.8	0	262	1.971	76	0	11.99	0.000	
32.04	18:27:21.616	0000100000101011	2889	5909	1.872	.756	4.015	257	29	29	175	14	1	1	94	48	1	13.8	0	263	1.971	76	0	11.99	0.000	
32.092	18:27:21.668	0000100000101011	2967	5701	1.83	.756	3.914	257	29	29	175	14	1	1	94	48	1	13.8	0	268	1.971	76	0	11.99	0.000	
32.139	18:27:21.715	0000100000101011	2958	5637	1.82	.761	3.82	257	29	29	175	14	1	1	94	48	0	13.8	0	266	1.799	76	0	11.59	0.000	
32.189	18:27:21.765	0000100000101011	3063	5517	1.796	.761	3.796	257	30	30	175	14	1	1	94	48	1	13.8	0	271	1.87	76	0	11.75	0.000	
32.24	18:27:21.816	0000100000101011	3029	5413	1.778	.761	3.687	257	31	31	175	14	1	1	94	48	0	13.8	0	271	1.88	76	0	11.78	0.000	
32.291	18:27:21.867	0000100000101011	3122	5365	1.767	.766	3.679	257	31	31	175	14	1	1	94	48	0	13.8	0	274	2.021	76	0	12.11	0.000	
32.34	18:27:21.916	0000100000100011	3108	5261	1.752	.776	3.593	257	31	31	175	14	1	1	94	48	1	13.8	0	273	1.971	76	0	11.99	0.000	
32.39	18:27:21.966	0000100000100011	3186	5301	1.758	.776	3.625	257	31	31	175	14	1	1	94	48	0	13.8	0	276	2.076	76	0	12.24	0.000	
32.441	18:27:22.017	0000100000100011	3267	5221	1.742	.805	3.578	257	32	32	175	14	1	1	94	48	0	13.8	0	278	2.177	76	0	12.48	0.000	
32.49	18:27:22.066	0000100000100011	3337	5157	1.73	.81	3.585	257	32	32	175	14	1	1	94	48	2	13.8	0	282	2.041	76	0	12.16	0.000	
32.541	18:27:22.117	0000100000110011	3363	5109	1.716	.81	3.593	257	32	32	175	14	1	1	94	48	0	13.8	0	284	2.021	76	0	12.11	0.000	
32.59	18:27:22.166	0000100000110011	3427	5021	1.701	.815	3.57	257	32	32	175	14	1	1	94	48	0	13.8	0	286	2.061	76	0	12.21	0.000	
32.64	18:27:22.216	0000100000110011	3493	4949	1.691	.815	3.57	257	33	33	175	14	1	1	94	48	0	13.8	0	289	2.041	76	0	12.16	0.000	
32.69	18:27:22.266	0000100000110011	3547	4877	1.678	.815	3.578	257	33	33	175	14	1	1	94	48	0	13.8	0	290	1.991	76	0	12.04	0.000	
32.742	18:27:22.318	0000100000110011	3585	4813	1.665	.815	3.539	257	33	33	175	14	1	1	94	48	1	13.8	0	292	1.961	76	0	11.97	0.000	
32.791	18:27:22.367	0000100000110011	3639	4757	1.655	.815	3.531	257	34	34	175	14	1	1	94	48	0	13.8	0	294	2.011	76	0	12.09	0.000	
32.839	18:27:22.415	0000100000110011	3676	4725	1.647	.82	3.5	257	34	34	175	14	1	1	94	48	1	13.8	0	295	1.971	76	0	11.99	0.000	
32.89	18:27:22.466	0000100000110011	3701	4669	1.639	.815	3.46	257	34	34	175	14	1	1	94	48	0	13.8	0	297	1.961	76	0	11.97	0.000	
32.941	18:27:22.517	0000100000110011	3727	4685	1.636	.815	3.484	257	34	34	175	14	1	1	94	48	0	13.8	0	298	1.92	76	0	11.87	0.000	
32.991	18:27:22.567	0000100000110011	3755	4637	1.629	.82	3.453	257	35	35	175	14	1	1	94	48	2	13.8	0	298	2.001	76	0	12.06	0.000	
33.04	18:27:22.616	0000100000110011	3812	4557	1.616	.815	3.406	257	35	35	175	14	1	1	94	48	2	13.8	0	302	1.88	76	0	11.78	0.000	
33.092	18:27:22.668	0000100000110011	3838	4541	1.611	.82	3.406	257	35	35	175	14	1	1	94	48	0	13.8	0	302	1.83	76	0	11.66	0.000	
33.14	18:27:22.716	0000100000110011	3830	4517	1.608	.82	3.39	257	35	35	175	14	1	1	94	48	0	13.8	0	302	1.86	76	0	11.73	0.000	
33.192	18:27:22.768	0000100000110011	3863	4501	1.603	.82	3.406	257	35	35	175	14	1	1	94	48	0	13.8	0	303	2.031	76	0	12.14	0.000	
33.24	18:27:22.816	0000100000110011	3875	4461	1.601	.815	3.351	257	36	36	175	14	1	1	94	48	0	13.8	0	305	1.95	76	0	11.94	0.000	
33.289	18:27:22.865	0000100000110011	3877	4429	1.592	.82	3.32	257	36	36	175	14	1	1	94	48	0	13.8	0	303	1.88	76	0	11.78	0.000	
33.34	18:27:22.916	0000100000110011	3902	4453	1.595	.82	3.343	257	36	36	175	14	1	1	94	48	0	13.8	0	305	1.92	76	0	11.87	0.000	
33.39	18:27:22.966	0000100000110011	3881	4437	1.595	.82	3.328	257	36	36	175	14	1	1	94	48	0	13.8	0	305	1.92	76	0	11.87	0.000	
33.441	18:27:23.017	0000100000110011	3888	4437	1.587	.82	3.343	257	36	36	175	14	1	1	94	48	0	13.8	0	306	2.102	76	0	12.3	0.000	
33.489	18:27:23.065	0000100000110011	3914	4437	1.596	.82	3.343	257	36	36	175	14	1	1	94	48	1	13.8	0	305	2.076	76	0	12.24	0.000	
33.54	18:27:23.116	0000100000110011	3926	4413	1.587	.82	3.335	257	36	36	175	14	1	1	94	48	0	13.8	0	305	2.228	76	0	12.6	0.000	
33.59	18:27:23.166	0000100000110011	3918	4429	1.591	.82	3.343	257	36	36	175	14	1	1	94	48	5	13.8	0	305	2.087	76	0	12.27	0.000	
33.641	18:27:23.217	0000100000110011	3914	4389	1.582	.82	3.304	257	36	36	175	14	1	1	94	48	2	13.8	0	306	1.991	76	0	12.04	0.000	
33.689	18:27:23.265	0000100000110011	3959	4413	1.588	.82	3.343	257	36	36	175	14	1	1	94	48	1	13.8	0	306	2.051	76	0	12.18	0.000	
33.741	18:27:23.317	0000100000110011	3959	4381	1.586	.815	3.312	257	36	36	175	14	1	1	94	48	3	13.8	0	306	2.051	76	0	12.18	0.000	
33.792	18:27:23.368	0000100000110011	3964	4389	1.586	.82	3.32	257	36	36	175	14	1	1	94	48	1	13.8	0	308	2.102	76	0	12.3	0.000	
33.84	18:27:23.416	0000100000110011	3985	4349	1.575	.815	3.304	257	36	36	175	14	1	1	94	48	0	13.8	0	308	2.001	76	0	12.06	0.000	
33.89	18:27:23.466	0000100000110011	3997	4349	1.573	.815	3.289	257	36	36	175	14	1	1	94	48	0	13.8	0	308	1.9	76	0	11.82	0.000	
33.939	18:27:23.515	0000100000110011	3989	4325	1.573	.815	3.265	257	36	36	175	14	1	1	94	48	0	13.8	0	308	1.9	76	0	11.82	0.000	
33.99	18:27:23.566	0000100000110011	4021	4309	1.57	.82	3.265	257	38	38	175	14	1	1	94	48	0	13.8	0	308	1.89	76	0	11.8	0.000	
34.042	18:27:23.618	0000100000110011	4010	4293	1.566	.82	3.257	257	38	38	175	14	1	1	94	48	0	13.8	0	308	1.87	76	0	11.75	0.000	
34.089	18:27:23.665	0000100000110011	4004	4301	1.567	.815	3.257	257	38	38	175	14	1	1	94	48	0	13.8	0	310	1.91	76	0	11.85	0.000	
34.139	18:27:23.715	0000100000110011	4019	4285	1.564	.815	3.273	257	38	38	175	14	1	1	94	48	0	13.8	0	310	1.87	76	0	11.75	0.000	
34.192	18:27:23.768	0000100000110011	4004	4333	1.573	.82	3.257	257	38	38	175	14	1	1	94	48	0	13.8	0	310	1.981	76	0	12.02	0.000	
34.24	18:27:23.816	0000100000110011	3991	4325	1.572	.815	3.273	257	36	36	175	14	1	1	94	48	2	13.8	0	310	1.94	76	0	11.92	0.000	
34.29	18:27:23.866	0000100000110011	4025	4277	1.562	.815	3.273	257	38	38	175	14	1	1	94	48	0	13.8	0	310	2.011	76	0	12.09	0.000	
34.339	18:27:23.915	0000100000110011	4034	4277	1.564	.81	3.265	257	38	38	175	14	1	1	94	48	0	13.8	0	310	1.961	76	0	11.97	0.000	
34.39	18:27:23.966	0000100000110011	4019	4277	1.56	.81	3.25	257	38	38	175	14	1	1	94	48	0	13.8	0	310	2.001	76	0	12.06	0.000	
34.441	18:27:24.017	0000100000110011	4034	4157	1.54	.771	3.187	257	38	38	175	14	1	1	94	48	0	13.8	0	310	1.95	76	0	11.94	0.000	
34.489	18:27:24.065	0000100000110011	3970	3717	1.457	.61	2.562	206	37	37	175	14	1	1	94	48	0	13.8	0	308	1.92	76	0	11.87	0.000	
34.541	18:27:24.117	0000100000110011	3890	3293	1.374	.488	2.343	229	37	37	175	14	1	1	94	48	0	13.8	0	306	1.94	76	0	11.92	0.000	
34.589	18:27:24.165	0000100000110011	3810	3141	1.346	.488	2.39	244	36	36	175	14	1	1	94	48	0	13.8	0	302	2.167	76	0	12.46	0.000	
34.639	18:27:24.215	0000100000110011	3736	3213	1.363	.488	2.46	257	36	36	175	14	1	1	94	48	0	13.8	0	298	2.449	76	0	13.13	0.000	
34.69	18:27:24.266	0000100000110011	3654	3213	1.361	.488	2.453	257	35	35	175	14	1	1	94	48	0	13.8	0	295	2.757	76	0	13.86	0.000	
34.74	18:27:24.316	0000100000110011	3574	3333	1.385	.488	2.492	257	34	34	175	14	1	1	94	48	0	13.8	0	292	2.848	76	0	14.08	0.000	
34.793	18:27:24.369	0000100000110011	3521	3317	1.385	.488	2.531	257	34	34	175	14	1	1	94	48	2	13.8	0	290	2.817	76	0	14	0.000	
34.841	18:27:24.417	0000100000110011	3419	3413	1.399	.488	2.539	257	34	34	175	14	1	1	94	48	0	13.8	0	287	2.767	76	0	13.88	0.000	
34.889	18:27:24.465	0000100000110011	3354	3573	1.425	.488	2.593	257	33	33	175	14	1	1	94	48	0	13.8	0	282	2.636	76	0	13.57	0.000	
34.941	18:27:24.517	0000100000110011	3275	3533	1.422	.488	2.617	257	33	33	175	14	1	1	94	48	0	13.8	0	281	2.747	76	0	13.84	0.000	
34.99	18:27:24.566	0000100000110011	3211	3645	1.446	.488	2.648	257	33	33	175	14	1	1	94	48	0	13.8	0	278	2.666	76	0	13.64	0.000	
35.04	18:27:24.616	0000100000110011	3175	3765	1.46	.488	2.742	257	32	32	175	14	1	1	94	48	0	13.8	0	278	2.636	76	0	13.57	0.000	
35.089	18:27:24.665	0000100000110011	3069	3805	1.473	.488	2.726	257	32	32	175	14	1	1	94	48	0	13.8	0	273	2.717	76	0	13.77	0.000	
35.14	18:27:24.716	0000100000110011	3043	3997	1.511	.488	2.882	257	32	32	175	14	1	1	94	48	1	13.8	0	270	2.626	76	0	13.55	0.000	
35.189	18:27:24.765	0000100000110011	2965	4013	1.513	.488	2.906	257	32	32	175	14	1	1	94	48	3	13.8	0	268	2.656	76	0	13.62	0.000	
35.241	18:27:24.817	0000100000110011	2894	4149	1.539	.488	2.992	257	32	32	175	14	1	1	94	48	0	13.8	0	265	2.757	76	0	13.86	0.000	
35.291	18:27:24.867	0000100000110011	2880	4317	1.573	.493	3.085	257	32	32	175	14	1	1	94	48	0	13.8	0	265	2.727	76	0	13.79	0.000	
35.34	18:27:24.916	0000100000110011	2802	4357	1.578	.488	3.109	257	32	32	175	14	1	1	94	48	0	13.8	0	262	2.807	76	0	13.98	0.000	
35.39	18:27:24.966	0000100000110011	2747	4501	1.606	.488	3.179	257	30	30	175	14	1	1	94	48	1	13.8	0	258	2.747	76	0	13.84	0.000	
35.44	18:27:25.016	0000100000110011	2712	4653	1.633	.488	3.218	257	30	30	175	14	1	1	94	48	0	13.8	0	257	2.686	76	0	13.69	0.000	
35.49	18:27:25.066	0000100000110011	2628	4669	1.638	.488	3.265	257	30	30	175	14	1	1	94	48	0	13.8	0	254	2.696	76	0	13.72	0.000	
35.542	18:27:25.118	0000100000110011	2572	4813	1.667	.488	3.257	257	30	30	175	14	1	1	94	48	0	13.8	0	254	2.626	76	0	13.55	0.000	
35.591	18:27:25.167	0000100000110011	2578	4965	1.693	.488	3.32	257	30	30	175	14	1	1	94	48	0	13.8	0	252	2.545	76	0	13.36	0.000	
35.639	18:27:25.215	0000100000101011	2505	4933	1.689	.488	3.343	257	30	30	175	14	1	1	94	48	0	13.8	0	249	2.596	76	0	13.48	0.000	
35.69	18:27:25.266	0000100000101011	2479	5141	1.728	.488	3.421	257	29	29	175	14	1	1	94	48	0	13.8	0	247	2.545	76	0	13.36	0.000	
35.74	18:27:25.316	0000100000101011	2467	5165	1.729	.488	3.484	257	29	29	175	14	1	1	94	48	0	13.8	0	247	2.525	76	0	13.31	0.000	
35.79	18:27:25.366	0000100000101011	2389	5197	1.737	.488	3.453	257	28	28	175	14	1	1	94	48	1	13.8	0	244	2.54	76	0	13.34	0.000	
35.84	18:27:25.416	0000100000101011	2383	5413	1.78	.488	3.546	257	28	28	175	14	1	1	94	48	1	13.8	0	242	2.46	76	0	13.16	0.000	
35.889	18:27:25.465	0000100000101011	2395	5373	1.77	.488	3.617	257	28	28	175	14	1	1	94	48	0	13.8	0	244	2.49	76	0	13.23	0.000	
35.94	18:27:25.516	0000100000101011	2316	5341	1.765	.488	3.523	257	28	28	175	14	1	1	94	48	1	13.8	0	242	2.349	76	0	12.89	0.000	
35.989	18:27:25.565	0000100000101011	2253	5453	1.796	.488	3.546	257	28	28	175	14	1	1	94	48	0	13.8	0	239	2.147	76	0	12.41	0.000	
36.041	18:27:25.617	0000100000101011	2320	5629	1.818	.488	3.664	257	27	27	175	14	1	1	94	48	1	13.8	0	242	2.208	76	0	12.56	0.000	
36.09	18:27:25.666	0000100000101011	2274	5477	1.792	.488	3.664	257	28	28	175	14	1	1	94	48	1	13.8	0	239	2.268	76	0	12.7	0.000	
36.139	18:27:25.715	0000100000101011	2197	5557	1.808	.488	3.601	257	27	27	175	14	1	1	94	48	0	13.8	0	238	2.167	76	0	12.46	0.000	
36.19	18:27:25.766	0000100000101011	2221	5725	1.835	.488	3.703	257	27	27	175	14	1	1	94	48	0	13.8	0	236	2.117	76	0	12.34	0.000	
36.238	18:27:25.814	0000100000101011	2224	5605	1.81	.488	3.703	257	27	27	175	14	1	1	94	48	0	13.8	0	238	2.238	76	0	12.63	0.000	
36.292	18:27:25.868	0000100000101011	2144	5629	1.82	.488	3.617	257	27	27	175	14	1	1	94	48	0	13.8	0	234	2.167	76	0	12.46	0.000	
36.34	18:27:25.916	0000100000101011	2187	5813	1.853	.488	3.671	257	27	27	175	14	1	1	94	48	0	13.8	0	236	2.076	76	0	12.24	0.000	
36.391	18:27:25.967	0000100000101011	2232	5693	1.825	.488	3.781	257	27	27	175	14	1	1	94	48	1	13.8	0	238	2.157	76	0	12.44	0.000	
36.439	18:27:26.015	0000100000101011	2151	5621	1.822	.488	3.64	257	27	27	175	14	1	1	94	48	0	13.8	0	236	2.041	76	0	12.16	0.000	
36.492	18:27:26.068	0000100000101011	2146	5725	1.853	.488	3.656	257	27	27	175	14	1	1	94	48	0	13.8	0	233	1.88	76	0	11.78	0.000	
36.54	18:27:26.116	0000100000101011	2232	5789	1.842	.488	3.804	257	27	27	175	14	1	1	94	48	2	13.8	0	238	2.076	76	0	12.24	0.000	
36.589	18:27:26.165	0000100000101011	2152	5637	1.82	.488	3.664	257	27	27	175	14	1	1	94	48	0	13.8	0	234	2.137	76	0	12.39	0.000	
36.639	18:27:26.215	0000100000101011	2087	5717	1.842	.488	3.656	257	27	27	175	14	1	1	94	48	0	13.8	0	233	2.061	76	0	12.21	0.000	
36.69	18:27:26.266	0000100000101011	2197	5869	1.866	.488	3.796	257	27	27	175	14	1	1	94	48	2	13.8	0	236	2.097	76	0	12.29	0.000	
36.741	18:27:26.317	0000100000101011	2188	5741	1.832	.488	3.757	257	27	27	175	14	1	1	94	48	0	13.8	0	236	2.187	76	0	12.51	0.000	
36.79	18:27:26.366	0000100000101011	2104	5693	1.833	.488	3.656	257	27	27	175	14	1	1	94	48	0	13.8	0	233	2.041	76	0	12.16	0.000	
36.841	18:27:26.417	0000100000101011	2175	5885	1.868	.488	3.789	257	27	27	175	14	1	1	94	48	1	13.8	0	234	1.93	76	0	11.9	0.000	
36.893	18:27:26.469	0000100000101011	2192	5773	1.842	.488	3.828	257	27	27	175	14	1	1	94	48	2	13.8	0	236	2.147	76	0	12.41	0.000	
36.94	18:27:26.516	0000100000101011	2116	5685	1.834	.488	3.695	257	27	27	175	14	1	1	94	48	0	13.8	0	234	2.102	76	0	12.3	0.000	
36.99	18:27:26.566	0000100000101011	2127	5813	1.866	.488	3.703	257	27	27	175	14	1	1	94	48	0	13.8	0	233	1.961	76	0	11.97	0.000	
37.04	18:27:26.616	0000100000101011	2220	5813	1.849	.488	3.804	257	27	27	175	14	1	1	94	48	1	13.8	0	236	2.097	76	0	12.29	0.000	
37.089	18:27:26.665	0000100000101011	2141	5645	1.823	.488	3.664	257	27	27	175	14	1	1	94	48	0	13.8	0	234	2.061	76	0	12.21	0.000	
37.14	18:27:26.716	0000100000101011	2082	5725	1.844	.488	3.656	257	27	27	175	14	1	1	94	48	0	13.8	0	233	1.961	76	0	11.97	0.000	
37.188	18:27:26.764	0000100000101011	2187	5885	1.868	.488	3.804	257	27	27	175	14	1	1	94	48	2	13.8	0	236	2.016	76	0	12.1	0.000	
37.239	18:27:26.815	0000100000101011	2175	5725	1.832	.488	3.757	257	27	27	175	14	1	1	94	48	0	13.8	0	236	2.167	76	0	12.46	0.000	
37.29	18:27:26.866	0000100000101011	2110	5757	1.846	.488	3.671	257	27	27	175	14	1	1	94	48	2	13.8	0	233	2.092	76	0	12.28	0.000	
37.338	18:27:26.914	0000100000101011	2140	5861	1.867	.488	3.734	257	27	27	175	14	1	1	94	48	0	13.8	0	234	2.056	76	0	12.2	0.000	
37.39	18:27:26.966	0000100000101011	2170	5757	1.84	.488	3.812	257	27	27	175	14	1	1	94	48	0	13.8	0	236	2.177	76	0	12.48	0.000	
37.441	18:27:27.017	0000100000101011	2109	5709	1.836	.488	3.664	257	27	27	175	14	1	1	94	48	0	13.8	0	234	2.071	76	0	12.23	0.000	
37.488	18:27:27.064	0000100000101011	2118	5813	1.861	.488	3.703	257	27	27	175	14	1	1	94	48	0	13.8	0	233	1.91	76	0	11.85	0.000	
37.54	18:27:27.116	0000100000101011	2187	5813	1.85	.488	3.789	257	27	27	175	14	1	1	94	48	3	13.8	0	236	2.041	76	0	12.16	0.000	
37.589	18:27:27.165	0000100000101011	2119	5669	1.827	.488	3.734	257	27	27	175	14	1	1	94	48	0	13.8	0	234	2.071	76	0	12.23	0.000	
37.641	18:27:27.217	0000100000101011	2051	5781	1.853	.488	3.679	257	27	27	175	14	1	1	94	48	0	13.8	0	231	1.981	76	0	12.02	0.000	
37.69	18:27:27.266	0000100000101011	2146	5941	1.874	.488	3.828	257	27	27	175	14	1	1	94	48	0	13.8	0	233	2.026	76	0	12.12	0.000	
37.739	18:27:27.315	0000100000101011	2155	5765	1.841	.488	3.773	257	27	27	175	14	1	1	94	48	0	13.8	0	236	2.137	76	0	12.39	0.000	
37.79	18:27:27.366	0000100000101011	2085	5757	1.853	.532	3.703	257	27	27	175	14	1	1	94	48	0	13.8	0	233	2.082	76	0	12.26	0.000	
37.838	18:27:27.414	0000100000101011	2119	6117	1.922	.6	3.789	257	26	26	175	15	1	1	94	48	1	13.8	0	233	1.971	76	0	11.99	0.000	
37.89	18:27:27.466	0000100000101011	2236	6405	1.967	.678	4.085	257	25	25	175	16	1	1	94	48	3	13.8	0	236	2.147	76	0	12.41	0.000	
37.938	18:27:27.514	0000100000101011	2314	6501	1.989	.703	4.242	257	25	25	175	17	1	1	94	48	1	13.8	0	241	1.981	76	0	12.02	0.000	
37.99	18:27:27.566	0000100000101011	2383	6541	1.997	.703	4.281	257	25	25	175	18	1	1	94	48	0	13.8	0	242	1.719	76	0	11.4	0.000	
38.04	18:27:27.616	0000100000101011	2471	6501	1.982	.708	4.296	257	25	25	175	18	1	1	94	48	0	13.8	0	247	1.719	76	0	11.4	0.000	
38.09	18:27:27.666	0000100000101011	2484	6341	1.955	.708	4.242	257	26	26	175	16	1	1	94	48	0	13.8	0	247	1.759	76	0	11.49	0.000	
38.141	18:27:27.717	0000100000101011	2493	6349	1.958	.712	4.218	257	26	26	175	16	1	1	94	48	0	13.8	0	249	1.809	76	0	11.61	0.000	
38.19	18:27:27.766	0000100000101011	2596	6301	1.941	.712	4.234	257	26	26	175	16	1	1	94	48	0	13.8	0	252	2.021	76	0	12.11	0.000	
38.239	18:27:27.815	0000100000101011	2618	6149	1.917	.712	4.125	257	27	27	175	16	1	1	94	48	0	13.8	0	254	1.961	76	0	11.97	0.000	
38.289	18:27:27.865	0000100000101011	2668	6117	1.912	.717	4.093	257	27	27	175	16	1	1	94	48	0	13.8	0	255	1.85	76	0	11.71	0.000	
38.339	18:27:27.915	0000100000101011	2736	6021	1.889	.717	4.085	257	27	27	175	16	1	1	94	48	0	13.8	0	258	1.95	76	0	11.94	0.000	
38.389	18:27:27.965	0000100000101011	2724	5925	1.878	.751	4.007	257	28	28	175	14	1	1	94	48	0	13.8	0	258	1.89	76	0	11.8	0.000	
38.44	18:27:28.016	0000100000101011	2835	6117	1.913	.81	4.117	257	28	28	175	14	1	1	94	48	1	13.8	0	262	1.95	76	0	11.94	0.000	
38.488	18:27:28.064	0000100000101011	2904	6085	1.9	.815	4.14	257	28	28	175	14	1	1	94	48	0	13.8	0	265	1.89	76	0	11.8	0.000	
38.539	18:27:28.115	0000100000101011	2897	6029	1.899	.815	4.085	257	28	28	175	16	1	1	94	48	2	13.8	0	265	1.739	76	0	11.44	0.000	
38.59	18:27:28.166	0000100000101011	3031	5925	1.874	.82	4.039	257	30	30	175	16	1	1	94	48	1	13.8	0	270	1.91	76	0	11.85	0.000	
38.64	18:27:28.216	0000100000101011	3068	5725	1.83	.82	3.882	257	30	30	175	16	1	1	94	48	0	13.8	0	273	1.84	76	0	11.68	0.000	
38.69	18:27:28.266	0000100000101011	3163	5629	1.81	.825	3.828	257	30	30	175	14	1	1	94	48	0	13.8	0	276	1.86	76	0	11.73	0.000	
38.742	18:27:28.318	0000100000101011	3265	5445	1.781	.825	3.734	257	32	32	175	14	1	1	94	48	2	13.8	0	278	1.86	76	0	11.73	0.000	
38.79	18:27:28.366	0000100000101011	3355	5269	1.752	.825	3.679	257	32	32	175	14	1	1	94	48	3	13.8	0	282	1.84	76	0	11.68	0.000	
