[13B-REW 5.08][DL-340XB][AEM 30-0334 X Series]
Time(s)	Clock    	Switches        	RPM	PIM	PIM V	TPS V	InjFrPr	Inj +/-	IGL	IGT	FuelT	Oil	PC%	WG%	WtrT	AirT	Knock	BatV	Speed	???(2)	O2S	???	InjFrSc	AN1-AN2 Wide Band O2	AN2 raw	
2.141	19:31:02.266	0000100000101011	1571	6245	1.936	.537	0	326	24	24	175	16	1	1	77	32	0	14	0	6	2.757	76	0	13.86	0.000	
2.191	19:31:02.316	0000100000101011	1506	6389	1.971	.537	0	326	24	23	175	16	1	1	77	32	0	14	0	6	2.767	76	0	13.88	0.000	
2.24	19:31:02.365	0000100000101011	1441	6573	2.01	.537	0	326	23	22	175	16	1	1	77	32	0	14	0	6	2.883	76	0	14.16	0.000	
2.291	19:31:02.416	0000100000101011	1343	6837	2.051	.537	0	322	22	21	175	16	1	1	77	32	0	14	0	6	3.205	76	0	14.92	0.000	
2.34	19:31:02.465	0000100000101011	1268	7061	2.1	.537	6.421	322	20	19	175	16	1	1	77	32	0	14	0	6	3.77	76	0	16.27	0.000	
2.389	19:31:02.514	0000100000101011	1190	7357	2.154	.541	6.617	318	17	16	175	18	1	1	77	32	0	14	0	6	4.39	76	0	17.74	0.000	
2.441	19:31:02.566	0000100000101011	1273	7597	2.198	.537	5.851	318	17	16	175	18	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
2.491	19:31:02.616	0000100000101011	1441	7461	2.147	.537	4.89	318	20	19	175	18	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
2.541	19:31:02.666	0000100000101011	1649	6997	2.061	.537	4.484	322	21	19	175	18	1	1	77	32	2	14	0	6	4.4	76	0	17.76	0.000	
2.592	19:31:02.717	0000100000101011	1726	6549	1.986	.537	3.96	326	16	15	175	16	1	1	77	32	1	14	0	6	4.4	76	0	17.76	0.000	
2.641	19:31:02.766	0000100000101011	1696	6333	1.954	.537	3.812	326	10	10	175	16	1	1	77	32	6	14	0	6	4.4	76	0	17.76	0.000	
2.689	19:31:02.814	0000100000101011	1679	6277	1.943	.537	3.593	326	5	5	175	16	1	1	77	32	2	14	0	6	3.694	76	0	16.09	0.000	
2.74	19:31:02.865	0000100000101011	1707	6277	1.936	.537	3.625	326	2	2	175	16	1	1	77	32	6	14	0	6	3.034	76	0	14.52	0.000	
2.789	19:31:02.914	0000100000101011	1724	6157	1.915	.537	3.578	326	-4	-4	175	16	1	1	77	32	0	14	0	6	2.918	76	0	14.24	0.000	
2.84	19:31:02.965	0000100000101011	1691	6085	1.904	.537	0	330	25	25	175	16	1	1	77	32	0	14	0	6	2.727	76	0	13.79	0.000	
2.891	19:31:03.016	0000100000101011	1686	6173	1.925	.537	0	326	25	25	175	16	1	1	77	32	0	14	0	6	2.596	76	0	13.48	0.000	
2.939	19:31:03.064	0000100000101011	1752	6133	1.913	.537	0	330	25	25	175	16	1	1	77	32	5	14	0	6	2.545	76	0	13.36	0.000	
2.99	19:31:03.115	0000100000101011	1731	6013	1.892	.537	0	330	25	25	175	16	1	1	77	32	0	14	0	6	2.555	76	0	13.38	0.000	
3.042	19:31:03.167	0000100000101011	1651	5997	1.89	.537	0	330	25	25	175	14	1	1	77	32	0	14	0	6	2.575	76	0	13.43	0.000	
3.088	19:31:03.213	0000100000101011	1590	6133	1.923	.537	0	330	24	24	175	14	1	1	77	32	0	14	0	6	2.616	76	0	13.53	0.000	
3.14	19:31:03.265	0000100000101011	1486	6413	1.972	.537	0	326	24	23	175	14	1	1	77	32	0	14	0	6	2.696	76	0	13.72	0.000	
3.19	19:31:03.315	0000100000101011	1418	6605	2.013	.537	0	326	23	22	175	16	1	1	77	32	0	14	0	6	2.838	76	0	14.05	0.000	
3.24	19:31:03.365	0000100000101011	1347	6805	2.054	.537	0	322	22	21	175	16	1	1	77	32	0	14	0	6	3.165	76	0	14.83	0.000	
3.289	19:31:03.414	0000100000101011	1274	7061	2.111	.537	6.125	322	20	19	175	16	1	1	77	32	0	14	0	6	3.901	76	0	16.58	0.000	
3.342	19:31:03.467	0000100000101011	1197	7325	2.162	.537	6.359	318	18	17	175	18	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
3.392	19:31:03.517	0000100000101011	1355	7509	2.176	.537	6.406	318	18	17	175	18	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
3.44	19:31:03.565	0000100000101011	1511	7285	2.124	.537	4.554	318	22	20	175	18	1	1	77	32	5	14	0	6	4.4	76	0	17.76	0.000	
3.49	19:31:03.615	0000100000101011	1671	6829	2.041	.537	4.234	322	19	17	175	16	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
3.542	19:31:03.667	0000100000101011	1716	6501	1.98	.537	3.89	326	14	13	175	16	1	1	77	32	6	14	0	6	4.4	76	0	17.76	0.000	
3.591	19:31:03.716	0000100000101011	1679	6389	1.965	.537	3.718	326	10	9	175	16	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
3.641	19:31:03.766	0000100000101011	1690	6365	1.953	.537	3.687	326	5	4	175	16	1	1	77	32	0	14	0	6	4.173	76	0	17.22	0.000	
3.691	19:31:03.816	0000100000101011	1717	6253	1.932	.537	3.593	326	0	0	175	16	1	1	77	32	0	14	0	6	3.674	76	0	16.04	0.000	
3.741	19:31:03.866	0000100000101011	1683	6165	1.926	.537	3.539	326	-5	-5	175	16	1	1	77	32	0	14	0	6	3.256	76	0	15.05	0.000	
3.79	19:31:03.915	0000100000101011	1648	6213	1.932	.537	0	326	25	25	175	16	1	1	77	32	1	14	0	6	3.004	76	0	14.45	0.000	
3.841	19:31:03.966	0000100000101011	1734	6269	1.942	.537	0	326	25	25	175	16	1	1	77	32	0	14	0	6	2.888	76	0	14.17	0.000	
3.892	19:31:04.017	0000100000101011	1827	6093	1.908	.537	0	330	25	25	175	16	1	1	77	32	1	14	0	6	2.908	76	0	14.22	0.000	
3.939	19:31:04.064	0000100000101011	1745	5957	1.883	.537	0	330	25	25	175	14	1	1	77	32	0	14	0	6	2.858	76	0	14.1	0.000	
3.991	19:31:04.116	0000100000101011	1687	5949	1.888	.537	0	330	25	25	175	14	1	1	77	32	1	14	0	6	2.777	76	0	13.91	0.000	
4.041	19:31:04.166	0000100000101011	1604	6109	1.919	.537	0	330	25	25	175	14	1	1	77	32	0	14	0	6	2.737	76	0	13.81	0.000	
4.091	19:31:04.216	0000100000101011	1501	6389	1.965	.537	0	326	24	23	175	13	1	1	77	32	0	14	0	6	2.777	76	0	13.91	0.000	
4.14	19:31:04.265	0000100000101011	1434	6573	2.006	.537	0	326	23	22	175	16	1	1	77	32	0	14	0	6	2.898	76	0	14.2	0.000	
4.191	19:31:04.316	0000100000101011	1365	6773	2.05	.537	0	322	22	21	175	16	1	1	77	32	0	14	0	6	3.392	76	0	15.37	0.000	
4.24	19:31:04.365	0000100000101011	1292	6989	2.097	.537	6.085	322	21	20	175	16	1	1	77	32	0	14	0	6	4.002	76	0	16.82	0.000	
4.29	19:31:04.415	0000100000101011	1215	7261	2.141	.537	6.445	318	19	18	175	18	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
4.341	19:31:04.466	0000100000101011	1176	7557	2.202	.537	6.648	318	16	15	175	18	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
4.391	19:31:04.516	0000100000101011	1415	7533	2.177	.537	5.015	318	19	18	175	18	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
4.44	19:31:04.565	0000100000101011	1583	7181	2.093	.537	4.609	318	23	21	175	18	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
4.489	19:31:04.614	0000100000101011	1705	6725	2.012	.537	4.21	322	17	15	175	16	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
4.539	19:31:04.664	0000100000101011	1711	6413	1.965	.537	3.812	326	12	11	175	16	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
4.591	19:31:04.716	0000100000101011	1683	6317	1.955	.537	3.71	326	7	7	175	16	1	1	77	32	4	14	0	6	4.254	76	0	17.42	0.000	
4.64	19:31:04.765	0000100000101011	1709	6277	1.943	.537	3.617	326	1	1	175	16	1	1	77	32	0	14	0	6	3.594	76	0	15.85	0.000	
4.69	19:31:04.815	0000100000101011	1731	6181	1.924	.537	3.617	326	-4	-4	175	16	1	1	77	32	2	14	0	6	3.216	76	0	14.95	0.000	
4.74	19:31:04.865	0000100000101011	1701	6125	1.907	.537	3.562	330	25	25	175	16	1	1	77	32	0	14	0	6	2.918	76	0	14.24	0.000	
4.79	19:31:04.915	0000100000101011	1701	6165	1.917	.537	0	326	25	25	175	16	1	1	77	32	4	14	0	6	2.656	76	0	13.62	0.000	
4.842	19:31:04.967	0000100000101011	1759	6141	1.912	.537	0	330	25	25	175	16	1	1	77	32	0	14	0	6	2.626	76	0	13.55	0.000	
4.889	19:31:05.014	0000100000101011	1788	5989	1.883	.537	0	330	25	25	175	16	1	1	77	32	0	14	0	6	2.686	76	0	13.69	0.000	
4.941	19:31:05.066	0000100000101011	1733	5909	1.874	.537	0	330	25	25	175	14	1	1	77	32	0	14	0	6	2.696	76	0	13.72	0.000	
4.99	19:31:05.115	0000100000101011	1653	6021	1.896	.537	0	330	25	25	175	14	1	1	77	32	1	14	0	6	2.666	76	0	13.64	0.000	
5.039	19:31:05.164	0000100000101011	1592	6165	1.933	.537	0	326	24	24	175	14	1	1	77	32	0	14	0	6	2.727	76	0	13.79	0.000	
5.09	19:31:05.215	0000100000101011	1488	6437	1.979	.537	0	326	24	23	175	16	1	1	77	32	0	14	0	6	2.893	76	0	14.18	0.000	
5.141	19:31:05.266	0000100000101011	1420	6605	2.017	.537	0	326	23	22	175	16	1	1	77	32	0	14	0	6	3.205	76	0	14.92	0.000	
5.191	19:31:05.316	0000100000101011	1322	6877	2.057	.537	0	322	22	20	175	16	1	1	77	32	0	14	0	6	3.78	76	0	16.29	0.000	
5.241	19:31:05.366	0000100000101011	1245	7181	2.118	.537	6.343	318	19	18	175	18	1	1	77	32	0	14	0	6	4.38	76	0	17.72	0.000	
5.292	19:31:05.417	0000100000101011	1209	7445	2.171	.537	6.375	318	18	17	175	18	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
5.34	19:31:05.465	0000100000101011	1362	7501	2.174	.537	5.343	318	19	17	175	18	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
5.39	19:31:05.515	0000100000101011	1516	7285	2.11	.537	4.531	318	22	20	175	18	1	1	77	32	5	14	0	6	4.4	76	0	17.76	0.000	
5.439	19:31:05.564	0000100000101011	1680	6821	2.026	.537	4.203	322	19	17	175	16	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
5.489	19:31:05.614	0000100000101011	1721	6485	1.971	.537	3.875	326	14	13	175	16	1	1	77	32	6	14	0	6	4.4	76	0	17.76	0.000	
5.539	19:31:05.664	0000100000101011	1690	6349	1.956	.537	3.71	326	9	8	175	16	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
5.589	19:31:05.714	0000100000101011	1717	6277	1.939	.537	3.664	326	3	3	175	16	1	1	77	32	2	14	0	6	3.961	76	0	16.72	0.000	
5.642	19:31:05.767	0000100000101011	1703	6181	1.926	.537	3.593	326	-2	-2	175	16	1	1	77	32	0	14	0	6	3.457	76	0	15.52	0.000	
5.689	19:31:05.814	0000100000101011	1708	6141	1.917	.537	0	330	25	25	175	16	1	1	77	32	3	14	0	6	3.064	76	0	14.59	0.000	
5.739	19:31:05.864	0000100000101011	1698	6149	1.918	.537	0	326	25	25	175	16	1	1	77	32	0	14	0	6	2.838	76	0	14.05	0.000	
5.789	19:31:05.914	0000100000101011	1763	6149	1.913	.537	0	326	25	25	175	16	1	1	77	32	0	14	0	6	2.777	76	0	13.91	0.000	
5.842	19:31:05.967	0000100000101011	1791	5997	1.885	.537	0	330	25	25	175	16	1	1	77	32	0	14	0	6	2.767	76	0	13.88	0.000	
5.892	19:31:06.017	0000100000101011	1719	5941	1.876	.537	0	330	25	25	175	14	1	1	77	32	0	14	0	6	2.676	76	0	13.67	0.000	
5.939	19:31:06.064	0000100000101011	1638	6045	1.901	.537	0	330	25	25	175	14	1	1	77	32	0	14	0	6	2.596	76	0	13.48	0.000	
5.99	19:31:06.115	0000100000101011	1536	6309	1.949	.537	0	326	24	24	175	14	1	1	77	32	0	14	0	6	2.586	76	0	13.45	0.000	
6.039	19:31:06.164	0000100000101011	1471	6469	1.984	.537	0	326	24	23	175	16	1	1	77	32	0	14	0	6	2.676	76	0	13.67	0.000	
6.09	19:31:06.215	0000100000101011	1402	6637	2.022	.537	0	326	23	22	175	16	1	1	77	32	0	14	0	6	2.893	76	0	14.18	0.000	
6.14	19:31:06.265	0000100000101011	1302	6965	2.074	.537	0	322	22	20	175	16	1	1	77	32	0	14	0	6	3.412	76	0	15.42	0.000	
6.19	19:31:06.315	0000100000101011	1226	7229	2.124	.537	6.304	318	19	18	175	18	1	1	77	32	0	14	0	6	4.168	76	0	17.21	0.000	
6.241	19:31:06.366	0000100000101011	1189	7469	2.17	.537	6.453	318	17	16	175	18	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
6.291	19:31:06.416	0000100000101011	1339	7581	2.188	.537	5.445	318	18	17	175	18	1	1	77	32	5	14	0	6	4.4	76	0	17.76	0.000	
6.34	19:31:06.465	0000100000101011	1510	7333	2.124	.537	4.539	318	22	20	175	18	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
6.389	19:31:06.514	0000100000101011	1636	6861	2.046	.537	4.179	322	19	17	175	16	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
6.438	19:31:06.563	0000100000101011	1676	6589	1.997	.537	3.906	326	14	13	175	16	1	1	77	32	1	14	0	6	4.4	76	0	17.76	0.000	
6.49	19:31:06.615	0000100000101011	1693	6453	1.977	.537	3.804	326	8	7	175	16	1	1	77	32	2	14	0	6	4.4	76	0	17.76	0.000	
6.539	19:31:06.664	0000100000101011	1717	6349	1.944	.537	3.757	326	5	4	175	16	1	1	77	32	1	14	0	6	4.224	76	0	17.34	0.000	
6.589	19:31:06.714	0000100000101011	1736	6197	1.925	.537	3.609	326	0	0	175	16	1	1	77	32	0	14	0	6	3.447	76	0	15.5	0.000	
6.639	19:31:06.764	0000100000101011	1694	6133	1.919	.537	3.539	330	-5	-5	175	16	1	1	77	32	0	14	0	6	2.918	76	0	14.24	0.000	
6.692	19:31:06.817	0000100000101011	1660	6165	1.922	.537	0	326	25	25	175	16	1	1	77	32	0	14	0	6	2.767	76	0	13.88	0.000	
6.74	19:31:06.865	0000100000101011	1753	6237	1.935	.537	0	326	25	25	175	16	1	1	77	32	0	14	0	6	2.767	76	0	13.88	0.000	
6.791	19:31:06.916	0000100000101011	1854	6053	1.894	.537	0	330	25	25	175	16	1	1	77	32	0	14	0	6	2.807	76	0	13.98	0.000	
6.84	19:31:06.965	0000100000101011	1792	5869	1.866	.537	0	330	25	25	175	14	1	1	77	32	0	14	0	6	2.747	76	0	13.84	0.000	
6.89	19:31:07.015	0000100000101011	1717	5877	1.868	.537	0	330	25	25	175	14	1	1	77	32	0	14	0	6	2.696	76	0	13.72	0.000	
6.939	19:31:07.064	0000100000101011	1618	6101	1.909	.541	0	330	25	25	175	14	1	1	77	32	0	14	0	6	2.686	76	0	13.69	0.000	
6.991	19:31:07.116	0000100000101011	1556	6253	1.946	.537	0	326	24	24	175	16	1	1	77	32	0	14	0	6	2.747	76	0	13.84	0.000	
7.039	19:31:07.164	0000100000101011	1465	6493	1.984	.537	0	326	24	23	175	16	1	1	77	32	0	14	0	6	2.933	76	0	14.28	0.000	
7.09	19:31:07.215	0000100000101011	1397	6669	2.025	.537	0	322	23	21	175	16	1	1	77	32	0	14	0	6	3.513	76	0	15.66	0.000	
7.139	19:31:07.264	0000100000101011	1325	6869	2.069	.537	6.085	322	22	20	175	16	1	1	77	32	0	14	0	6	4.067	76	0	16.97	0.000	
7.192	19:31:07.317	0000100000101011	1249	7173	2.128	.537	6.32	318	19	18	175	18	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
7.24	19:31:07.365	0000100000101011	1213	7429	2.181	.537	6.351	318	18	17	175	18	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
7.289	19:31:07.414	0000100000101011	1432	7453	2.167	.537	5.359	318	20	19	175	18	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
7.34	19:31:07.465	0000100000101011	1589	7149	2.084	.537	4.531	322	23	21	175	18	1	1	77	32	1	14	0	6	4.4	76	0	17.76	0.000	
7.388	19:31:07.513	0000100000101011	1723	6661	2.002	.537	4.085	322	17	16	175	16	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
7.441	19:31:07.566	0000100000101011	1706	6389	1.966	.537	3.89	326	12	11	175	16	1	1	77	32	6	14	0	6	4.4	76	0	17.76	0.000	
7.491	19:31:07.616	0000100000101011	1717	6301	1.945	.537	3.671	326	7	7	175	16	1	1	77	32	1	14	0	6	4.254	76	0	17.42	0.000	
7.541	19:31:07.666	0000100000101011	1739	6205	1.93	.537	3.656	326	2	2	175	16	1	1	77	32	2	14	0	6	3.583	76	0	15.82	0.000	
7.592	19:31:07.717	0000100000101011	1752	6085	1.907	.537	3.562	330	-4	-4	175	16	1	1	77	32	0	14	0	6	3.125	76	0	14.73	0.000	
7.64	19:31:07.765	0000100000101011	1732	6101	1.901	.537	3.484	330	-5	-5	175	16	1	1	77	32	4	14	0	6	2.868	76	0	14.12	0.000	
7.689	19:31:07.814	0000100000101011	1682	6141	1.921	.537	0	330	25	25	175	16	1	1	77	32	0	14	0	6	2.757	76	0	13.86	0.000	
7.739	19:31:07.864	0000100000101011	1761	6141	1.915	.537	0	330	25	25	175	16	1	1	77	32	0	14	0	6	2.787	76	0	13.93	0.000	
7.79	19:31:07.915	0000100000101011	1798	6021	1.886	.537	0	330	25	25	175	16	1	1	77	32	0	14	0	6	2.777	76	0	13.91	0.000	
7.841	19:31:07.966	0000100000101011	1733	5933	1.88	.537	0	330	25	25	175	14	1	1	77	32	0	14	0	6	2.696	76	0	13.72	0.000	
7.89	19:31:08.015	0000100000101011	1636	6005	1.899	.537	0	330	25	25	175	14	1	1	77	32	0	14	0	6	2.636	76	0	13.57	0.000	
7.943	19:31:08.068	0000100000101011	1574	6181	1.934	.537	0	326	24	24	175	14	1	1	77	32	0	14	0	6	2.646	76	0	13.6	0.000	
7.991	19:31:08.116	0000100000101011	1485	6397	1.977	.537	0	326	24	23	175	16	1	1	77	32	0	14	0	6	2.737	76	0	13.81	0.000	
8.04	19:31:08.165	0000100000101011	1417	6573	2.017	.537	0	326	23	22	175	16	1	1	77	32	0	14	0	6	2.898	76	0	14.2	0.000	
8.091	19:31:08.216	0000100000101011	1302	6957	2.071	.537	5.984	322	22	20	175	16	1	1	77	32	0	14	0	6	3.493	76	0	15.61	0.000	
8.14	19:31:08.265	0000100000101011	1226	7205	2.119	.537	6.39	318	19	18	175	18	1	1	77	32	0	14	0	6	4.118	76	0	17.09	0.000	
8.19	19:31:08.315	0000100000101011	1190	7525	2.18	.537	6.609	318	16	15	175	18	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
8.239	19:31:08.364	0000100000101011	1333	7597	2.193	.537	5.937	318	18	17	175	18	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
8.29	19:31:08.415	0000100000101011	1498	7365	2.124	.537	4.976	318	21	19	175	18	1	1	77	32	0	14	0	6	4.4	76	0	17.76	0.000	
8.341	19:31:08.466	0000100000101011	1675	6845	2.036	.537	4.226	322	19	17	175	18	1	1	77	32	10	14	0	6	4.4	76	0	17.76	0.000	
8.389	19:31:08.514	0000100000101011	1675	6501	1.983	.537	3.968	326	14	13	175	16	1	1	77	32	1	14	0	6	4.4	76	0	17.76	0.000	
8.441	19:31:08.566	0000100000101011	1654	6381	1.962	.537	3.687	326	8	7	175	16	1	1	77	32	2	14	0	6	4.319	76	0	17.57	0.000	
8.492	19:31:08.617	0000100000101011	1662	6373	1.954	.537	3.617	326	5	4	175	16	1	1	77	32	0	14	0	6	3.478	76	0	15.57	0.000	
8.539	19:31:08.664	0000100000101011	1690	6317	1.945	.537	3.648	326	-1	-1	175	16	1	1	77	32	0	14	0	6	3.034	76	0	14.52	0.000	
8.591	19:31:08.716	0000100000101011	1683	6181	1.923	.537	3.562	326	-5	-5	175	16	1	1	77	32	0	14	0	6	2.868	76	0	14.12	0.000	
8.641	19:31:08.766	0000100000101011	1619	6229	1.936	.537	0	326	25	25	175	16	1	1	77	32	0	14	0	6	2.686	76	0	13.69	0.000	
