[13B-REW 5.08][DL-340XB][AEM 30-0334 X Series]
Time(s)	Clock    	Switches        	RPM	PIM	PIM V	TPS V	InjFrPr	Inj +/-	IGL	IGT	FuelT	Oil	PC%	WG%	WtrT	AirT	Knock	BatV	Speed	???(2)	O2S	???	InjFrSc	AN1-AN2 Wide Band O2	AN2 raw	
3.09	20:36:33.211	0000100000101011	1761	5757	1.847	.537	3.726	328	25	25	175	14	1	1	66	36	0	14	0	28	2.318	76	0	12.82	0.000	
3.141	20:36:33.262	0000100000101011	1785	5941	1.883	.537	3.601	328	25	25	175	14	1	1	66	36	0	14	0	28	2.278	76	0	12.72	0.000	
3.19	20:36:33.311	0000100000101011	1882	5893	1.861	.537	3.625	328	19	19	175	14	1	1	66	36	4	14	0	28	2.389	76	0	12.99	0.000	
3.24	20:36:33.361	0000100000101011	1816	5733	1.837	.537	3.726	328	14	14	175	14	1	1	66	36	0	14	0	28	2.419	76	0	13.06	0.000	
3.289	20:36:33.410	0000100000101011	1751	5789	1.853	.537	3.71	328	25	25	175	14	1	1	66	36	0	14	0	28	2.369	76	0	12.94	0.000	
3.341	20:36:33.462	0000100000101011	1794	5965	1.885	.537	3.57	328	25	25	175	14	1	1	66	36	0	14	0	28	2.308	76	0	12.79	0.000	
3.389	20:36:33.510	0000100000101011	1889	5877	1.857	.537	3.64	328	19	19	175	14	1	1	66	36	0	14	0	28	2.379	76	0	12.96	0.000	
3.441	20:36:33.562	0000100000101011	1805	5725	1.838	.537	3.734	328	14	14	175	14	1	1	66	36	0	14	0	28	2.449	76	0	13.13	0.000	
3.491	20:36:33.612	0000100000101011	1759	5845	1.868	.537	3.671	328	25	25	175	14	1	1	66	36	0	14	0	28	2.409	76	0	13.03	0.000	
3.54	20:36:33.661	0000100000101011	1833	5941	1.871	.537	3.562	328	22	22	175	14	1	1	66	36	0	14	0	28	2.379	76	0	12.96	0.000	
3.592	20:36:33.713	0000100000101011	1900	5789	1.841	.537	3.734	328	18	18	175	14	1	1	66	36	0	14	0	28	2.5	76	0	13.25	0.000	
3.64	20:36:33.761	0000100000101011	1813	5661	1.832	.537	3.804	328	13	13	175	14	1	1	66	36	0	14	0	28	2.389	76	0	12.99	0.000	
3.692	20:36:33.813	0000100000101011	1756	5805	1.859	.537	3.71	328	25	25	175	14	1	1	66	36	0	14	0	28	2.288	76	0	12.75	0.000	
3.742	20:36:33.863	0000100000101011	1808	5925	1.87	.537	3.57	328	22	22	175	14	1	1	66	36	0	14	0	28	2.288	76	0	12.75	0.000	
3.791	20:36:33.912	0000100000101011	1850	5773	1.847	.537	3.695	328	17	17	175	14	1	1	66	36	0	14	0	28	2.399	76	0	13.01	0.000	
3.842	20:36:33.963	0000100000101011	1781	5717	1.836	.537	3.765	328	10	10	175	14	1	1	66	36	0	14	0	28	2.379	76	0	12.96	0.000	
3.891	20:36:34.012	0000100000101011	1732	5821	1.866	.537	3.664	328	25	25	175	14	1	1	66	36	0	14	0	28	2.308	76	0	12.79	0.000	
3.94	20:36:34.061	0000100000101011	1794	5981	1.881	.537	3.515	328	25	25	175	14	1	1	66	36	0	14	0	28	2.308	76	0	12.79	0.000	
3.99	20:36:34.111	0000100000101011	1852	5805	1.853	.537	3.656	328	17	17	175	14	1	1	66	36	1	14	0	28	2.399	76	0	13.01	0.000	
4.041	20:36:34.162	0000100000101011	1786	5749	1.842	.537	3.75	328	11	11	175	14	1	1	66	36	0	14	0	28	2.419	76	0	13.06	0.000	
4.091	20:36:34.212	0000100000101011	1741	5845	1.866	.537	3.64	328	25	25	175	14	1	1	66	36	0	14	0	28	2.339	76	0	12.87	0.000	
4.141	20:36:34.262	0000100000101011	1794	5965	1.876	.537	3.515	328	25	25	175	14	1	1	66	36	0	14	0	28	2.349	76	0	12.89	0.000	
4.192	20:36:34.313	0000100000101011	1840	5789	1.851	.537	3.664	328	17	17	175	14	1	1	66	36	4	14	0	28	2.439	76	0	13.11	0.000	
4.241	20:36:34.362	0000100000101011	1774	5749	1.843	.537	3.742	328	11	11	175	14	1	1	66	36	0	14	0	28	2.429	76	0	13.08	0.000	
4.293	20:36:34.414	0000100000101011	1731	5861	1.868	.537	3.617	328	25	25	175	14	1	1	66	36	0	14	0	28	2.339	76	0	12.87	0.000	
4.34	20:36:34.461	0000100000101011	1802	5973	1.88	.537	3.515	328	26	26	175	14	1	1	66	36	0	14	0	28	2.328	76	0	12.84	0.000	
4.391	20:36:34.512	0000100000101011	1855	5805	1.853	.537	3.656	328	17	17	175	14	1	1	66	36	3	14	0	28	2.429	76	0	13.08	0.000	
4.44	20:36:34.561	0000100000101011	1782	5717	1.837	.537	3.757	328	12	12	175	14	1	1	66	36	0	14	0	28	2.399	76	0	13.01	0.000	
4.491	20:36:34.612	0000100000101011	1729	5821	1.867	.537	3.656	328	25	25	175	14	1	1	66	36	0	14	0	28	2.328	76	0	12.84	0.000	
4.541	20:36:34.662	0000100000101011	1789	6013	1.888	.537	3.5	328	25	25	175	14	1	1	66	36	0	14	0	28	2.339	76	0	12.87	0.000	
4.591	20:36:34.712	0000100000101011	1854	5821	1.856	.537	3.625	328	17	17	175	14	1	1	66	36	1	14	0	28	2.439	76	0	13.11	0.000	
4.64	20:36:34.761	0000100000101011	1792	5749	1.843	.537	3.742	328	12	12	175	14	1	1	66	36	0	14	0	28	2.51	76	0	13.27	0.000	
4.69	20:36:34.811	0000100000101011	1753	5845	1.866	.537	3.648	328	25	25	175	14	1	1	66	36	3	14	0	28	2.409	76	0	13.03	0.000	
4.739	20:36:34.860	0000100000101011	1805	5941	1.874	.537	3.546	328	26	26	175	14	1	1	66	35	0	14	0	28	2.389	76	0	12.99	0.000	
4.789	20:36:34.910	0000100000101011	1852	5765	1.846	.537	3.687	328	18	18	175	14	1	1	66	35	3	14	0	28	2.47	76	0	13.18	0.000	
4.839	20:36:34.960	0000100000101011	1781	5717	1.836	.537	3.773	328	12	12	175	14	1	1	66	35	0	14	0	28	2.48	76	0	13.2	0.000	
4.89	20:36:35.011	0000100000101011	1735	5917	1.874	.537	3.656	328	25	25	175	14	1	1	66	35	0	14	0	28	2.409	76	0	13.03	0.000	
4.941	20:36:35.062	0000100000101011	1840	5909	1.874	.537	3.546	328	22	22	175	14	1	1	66	35	0	14	0	28	2.439	76	0	13.11	0.000	
4.99	20:36:35.111	0000100000101011	1846	5789	1.85	.537	3.671	328	17	17	175	14	1	1	66	35	4	14	0	28	2.535	76	0	13.33	0.000	
5.041	20:36:35.162	0000100000101011	1773	5741	1.84	.537	3.742	328	11	11	175	14	1	1	66	35	0	14	0	28	2.49	76	0	13.23	0.000	
5.089	20:36:35.210	0000100000101011	1739	5933	1.877	.537	3.64	328	25	25	175	14	1	1	66	35	2	14	0	28	2.389	76	0	12.99	0.000	
5.14	20:36:35.261	0000100000101011	1808	5973	1.876	.537	3.531	328	22	22	175	14	1	1	66	35	0	14	0	28	2.379	76	0	12.96	0.000	
5.191	20:36:35.312	0000100000101011	1847	5789	1.85	.537	3.671	328	16	16	175	14	1	1	66	35	2	14	0	28	2.429	76	0	13.08	0.000	
5.24	20:36:35.361	0000100000101011	1778	5741	1.841	.537	3.757	328	10	10	175	14	1	1	66	35	0	14	0	28	2.399	76	0	13.01	0.000	
5.291	20:36:35.412	0000100000101011	1743	5925	1.875	.537	3.632	328	25	25	175	14	1	1	66	35	1	14	0	28	2.328	76	0	12.84	0.000	
5.341	20:36:35.462	0000100000101011	1851	5917	1.874	.537	3.546	328	21	21	175	14	1	1	66	35	0	14	0	28	2.328	76	0	12.84	0.000	
5.39	20:36:35.511	0000100000101011	1855	5781	1.848	.537	3.679	328	16	16	175	14	1	1	66	35	2	14	0	28	2.409	76	0	13.03	0.000	
5.444	20:36:35.565	0000100000101011	1795	5733	1.839	.537	3.757	328	10	10	175	14	1	1	66	35	0	14	0	28	2.379	76	0	12.96	0.000	
5.491	20:36:35.612	0000100000101011	1746	5877	1.867	.537	3.664	328	25	25	175	14	1	1	66	35	0	14	0	28	2.288	76	0	12.75	0.000	
5.54	20:36:35.661	0000100000101011	1838	5909	1.871	.537	3.539	328	22	22	175	14	1	1	66	35	0	14	0	28	2.288	76	0	12.75	0.000	
5.592	20:36:35.713	0000100000101011	1850	5789	1.851	.537	3.671	328	18	18	175	14	1	1	66	35	1	14	0	28	2.389	76	0	12.99	0.000	
5.642	20:36:35.763	0000100000101011	1781	5733	1.839	.537	3.757	328	12	12	175	14	1	1	66	35	0	14	0	28	2.399	76	0	13.01	0.000	
5.691	20:36:35.812	0000100000101011	1746	5925	1.878	.537	3.656	328	25	25	175	14	1	1	66	35	0	14	0	28	2.349	76	0	12.89	0.000	
5.74	20:36:35.861	0000100000101011	1842	5925	1.873	.541	3.531	328	21	21	175	14	1	1	66	35	0	14	0	28	2.389	76	0	12.99	0.000	
5.79	20:36:35.911	0000100000101011	1838	5805	1.852	.537	3.664	328	16	16	175	14	1	1	66	35	3	14	0	28	2.46	76	0	13.16	0.000	
5.84	20:36:35.961	0000100000101011	1775	5749	1.842	.537	3.726	328	10	10	175	14	1	1	66	35	0	14	0	28	2.399	76	0	13.01	0.000	
5.888	20:36:36.009	0000100000101011	1729	5925	1.875	.537	3.617	328	25	25	175	14	1	1	66	35	0	14	0	28	2.308	76	0	12.79	0.000	
5.939	20:36:36.060	0000100000101011	1842	5981	1.887	.537	3.5	328	22	22	175	14	1	1	66	35	0	14	0	28	2.298	76	0	12.77	0.000	
5.992	20:36:36.113	0000100000101011	1859	5821	1.853	.537	3.632	328	18	18	175	14	1	1	66	35	3	14	0	28	2.359	76	0	12.92	0.000	
6.04	20:36:36.161	0000100000101011	1798	5757	1.844	.537	3.742	328	12	12	175	14	1	1	66	35	0	14	0	28	2.389	76	0	12.99	0.000	
6.09	20:36:36.211	0000100000101011	1760	5893	1.873	.537	3.64	328	25	25	175	14	1	1	66	35	1	14	0	28	2.339	76	0	12.87	0.000	
6.141	20:36:36.262	0000100000101011	1858	5901	1.868	.537	3.578	328	21	21	175	14	1	1	66	35	0	14	0	28	2.419	76	0	13.06	0.000	
6.191	20:36:36.312	0000100000101011	1860	5773	1.846	.537	3.71	328	16	16	175	14	1	1	66	35	2	14	0	28	2.49	76	0	13.23	0.000	
6.241	20:36:36.362	0000100000101011	1796	5725	1.838	.537	3.765	328	10	10	175	14	1	1	66	35	0	14	0	28	2.419	76	0	13.06	0.000	
6.29	20:36:36.411	0000100000101011	1747	5885	1.874	.537	3.687	328	25	25	175	14	1	1	66	35	0	14	0	28	2.318	76	0	12.82	0.000	
6.341	20:36:36.462	0000100000101011	1841	5909	1.87	.537	3.546	328	22	22	175	14	1	1	66	35	1	14	0	28	2.369	76	0	12.94	0.000	
6.391	20:36:36.512	0000100000101011	1845	5805	1.848	.541	3.671	328	18	18	175	14	1	1	66	35	5	14	0	28	2.449	76	0	13.13	0.000	
6.441	20:36:36.562	0000100000101011	1776	5741	1.842	.537	3.742	328	12	12	175	14	1	1	66	35	0	14	0	28	2.409	76	0	13.03	0.000	
6.491	20:36:36.612	0000100000101011	1752	5941	1.884	.537	3.625	328	25	25	175	14	1	1	66	35	0	14	0	28	2.349	76	0	12.89	0.000	
6.541	20:36:36.662	0000100000101011	1861	5933	1.873	.537	3.554	328	21	21	175	14	1	1	66	35	0	14	0	28	2.379	76	0	12.96	0.000	
6.589	20:36:36.710	0000100000101011	1863	5805	1.848	.537	3.687	328	16	16	175	14	1	1	66	35	1	14	0	28	2.449	76	0	13.13	0.000	
6.64	20:36:36.761	0000100000101011	1793	5725	1.839	.541	3.765	328	10	10	175	14	1	1	66	35	0	14	0	28	2.349	76	0	12.89	0.000	
6.691	20:36:36.812	0000100000101011	1736	5909	1.879	.537	3.671	328	25	25	175	14	1	1	66	35	0	14	0	28	2.298	76	0	12.77	0.000	
6.742	20:36:36.863	0000100000101011	1838	5941	1.874	.537	3.515	328	22	22	175	14	1	1	66	35	1	14	0	28	2.308	76	0	12.79	0.000	
6.79	20:36:36.911	0000100000101011	1850	5821	1.852	.537	3.64	328	18	18	175	14	1	1	66	35	0	14	0	28	2.419	76	0	13.06	0.000	
6.841	20:36:36.962	0000100000101011	1778	5741	1.844	.537	3.734	328	12	12	175	14	1	1	66	35	0	14	0	28	2.399	76	0	13.01	0.000	
6.891	20:36:37.012	0000100000101011	1743	5941	1.884	.537	3.625	328	25	25	175	14	1	1	66	35	1	14	0	28	2.359	76	0	12.92	0.000	
6.94	20:36:37.061	0000100000101011	1858	5957	1.878	.537	3.515	328	21	21	175	16	1	1	66	35	1	14	0	28	2.359	76	0	12.92	0.000	
6.992	20:36:37.113	0000100000101011	1873	5821	1.848	.537	3.656	328	16	16	175	14	1	1	66	35	1	14	0	28	2.46	76	0	13.16	0.000	
7.043	20:36:37.164	0000100000101011	1809	5749	1.846	.537	3.765	328	11	11	175	14	1	1	66	35	0	14	0	28	2.429	76	0	13.08	0.000	
7.092	20:36:37.213	0000100000101011	1746	5893	1.88	.541	3.664	328	25	25	175	14	1	1	66	35	1	14	0	28	2.369	76	0	12.94	0.000	
7.142	20:36:37.263	0000100000101011	1847	5933	1.872	.537	3.531	328	22	22	175	14	1	1	66	35	0	14	0	28	2.439	76	0	13.11	0.000	
7.191	20:36:37.312	0000100000101011	1860	5805	1.846	.541	3.671	328	17	17	175	14	1	1	66	35	1	14	0	28	2.49	76	0	13.23	0.000	
7.243	20:36:37.364	0000100000101011	1816	5757	1.845	.537	3.757	328	13	13	175	14	1	1	66	35	0	14	0	28	2.439	76	0	13.11	0.000	
7.292	20:36:37.413	0000100000101011	1764	5829	1.866	.537	3.695	328	25	25	175	14	1	1	66	35	0	14	0	28	2.349	76	0	12.89	0.000	
7.341	20:36:37.462	0000100000101011	1849	5893	1.867	.537	3.585	328	21	21	175	14	1	1	66	35	0	14	0	28	2.349	76	0	12.89	0.000	
7.392	20:36:37.513	0000100000101011	1843	5733	1.839	.541	3.757	328	14	14	175	14	1	1	66	35	0	14	0	28	2.419	76	0	13.06	0.000	
7.441	20:36:37.562	0000100000101011	1789	5717	1.844	.537	3.773	328	10	10	175	14	1	1	66	35	0	14	0	28	2.439	76	0	13.11	0.000	
7.49	20:36:37.611	0000100000101011	1745	5909	1.883	.537	3.671	328	25	25	175	14	1	1	66	35	0	14	0	28	2.409	76	0	13.03	0.000	
7.54	20:36:37.661	0000100000101011	1848	5933	1.87	.537	3.531	328	22	22	175	14	1	1	66	35	0	14	0	28	2.48	76	0	13.2	0.000	
7.591	20:36:37.712	0000100000101011	1840	5741	1.841	.541	3.75	328	16	16	175	14	1	1	66	35	0	14	0	28	2.515	76	0	13.29	0.000	
7.642	20:36:37.763	0000100000101011	1755	5773	1.847	.537	3.757	328	10	10	175	14	1	1	66	35	0	14	0	28	2.46	76	0	13.16	0.000	
7.691	20:36:37.812	0000100000101011	1739	5909	1.883	.537	3.515	328	25	25	175	14	1	1	66	35	0	14	0	28	2.359	76	0	12.92	0.000	
7.741	20:36:37.862	0000100000101011	1857	5901	1.871	.537	3.531	328	22	22	175	14	1	1	66	35	0	14	0	28	2.449	76	0	13.13	0.000	
7.789	20:36:37.910	0000100000101011	1822	5757	1.844	.537	3.726	328	16	16	175	14	1	1	66	35	0	14	0	28	2.5	76	0	13.25	0.000	
7.839	20:36:37.960	0000100000101011	1733	5813	1.854	.537	3.734	328	11	11	175	14	1	1	66	35	0	14	0	28	2.419	76	0	13.06	0.000	
7.891	20:36:38.012	0000100000101011	1746	5933	1.888	.537	3.601	328	25	25	175	14	1	1	66	35	0	14	0	28	2.349	76	0	12.89	0.000	
7.941	20:36:38.062	0000100000101011	1873	5909	1.873	.537	3.531	328	19	19	175	14	1	1	66	35	0	14	0	28	2.454	76	0	13.14	0.000	
7.991	20:36:38.112	0000100000101011	1863	5757	1.842	.537	3.742	328	14	14	175	14	1	1	66	35	0	14	0	28	2.48	76	0	13.2	0.000	
8.041	20:36:38.162	0000100000101011	1779	5757	1.847	.537	3.765	328	8	8	175	14	1	1	66	35	0	14	0	28	2.389	76	0	12.99	0.000	
8.09	20:36:38.211	0000100000101011	1744	5917	1.874	.537	3.57	328	25	25	175	14	1	1	66	35	0	14	0	28	2.288	76	0	12.75	0.000	
8.141	20:36:38.262	0000100000101011	1838	5925	1.876	.541	3.476	328	22	22	175	14	1	1	66	35	0	14	0	28	2.328	76	0	12.84	0.000	
8.19	20:36:38.311	0000100000101011	1862	5813	1.85	.537	3.71	328	18	18	175	14	1	1	66	35	0	14	0	28	2.419	76	0	13.06	0.000	
8.24	20:36:38.361	0000100000101011	1783	5765	1.846	.541	3.742	328	12	12	175	14	1	1	66	35	0	14	0	28	2.429	76	0	13.08	0.000	
8.288	20:36:38.409	0000100000101011	1752	5869	1.866	.537	3.601	328	25	25	175	14	1	1	66	35	0	14	0	28	2.389	76	0	12.99	0.000	
8.341	20:36:38.462	0000100000101011	1837	5941	1.881	.537	3.546	328	22	22	175	14	1	1	66	35	0	14	0	28	2.409	76	0	13.03	0.000	
8.391	20:36:38.512	0000100000101011	1872	5821	1.853	.537	3.695	328	17	17	175	14	1	1	66	35	0	14	0	28	2.49	76	0	13.23	0.000	
8.44	20:36:38.561	0000100000101011	1791	5773	1.849	.537	3.742	328	12	12	175	14	1	1	66	35	0	14	0	28	2.5	76	0	13.25	0.000	
8.491	20:36:38.612	0000100000101011	1763	5869	1.866	.537	3.617	328	25	25	175	14	1	1	66	35	0	14	0	28	2.5	76	0	13.25	0.000	
8.542	20:36:38.663	0000100000101011	1845	5909	1.874	.537	3.554	328	22	22	175	14	1	1	66	35	0	14	0	28	2.49	76	0	13.23	0.000	
8.59	20:36:38.711	0000100000101011	1871	5789	1.846	.537	3.718	328	17	17	175	14	1	1	66	35	0	14	0	28	2.5	76	0	13.25	0.000	
