[13B-REW 5.08][DL-340XB][AEM 30-0300 X Series]
Time(s)	RPM	PIM	PIM V	TPS V	InjFrPr	Inj +/-	IGL	IGT	FuelT	Oil	PC%	WG%	WtrT	AirT	Knock	BatV	Speed	???(2)	O2S	???	InjFrSc	AN1-AN2 Wide Band O2	AN2 raw	
2.997	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.01	76	0	7.34	0.000	
3.049	0	9845	2.622	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.015	76	0	7.35	0.000	
3.098	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.06	76	0	7.45	0.000	
3.147	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.015	76	0	7.35	0.000	
3.198	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.015	76	0	7.35	0.000	
3.247	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.06	76	0	7.45	0.000	
3.297	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.055	76	0	7.44	0.000	
3.347	0	9877	2.626	.673	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.005	76	0	7.32	0.000	
3.398	0	9877	2.626	.673	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.05	76	0	7.43	0.000	
3.447	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.066	76	0	7.47	0.000	
3.498	0	9877	2.626	.673	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.005	76	0	7.32	0.000	
3.547	0	9877	2.626	.673	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.03	76	0	7.38	0.000	
3.597	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.055	76	0	7.44	0.000	
3.647	0	9877	2.626	.673	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.005	76	0	7.32	0.000	
3.697	0	9877	2.626	.673	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.02	76	0	7.36	0.000	
3.747	0	9877	2.626	.673	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.045	76	0	7.42	0.000	
3.797	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.005	76	0	7.32	0.000	
3.847	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.02	76	0	7.36	0.000	
3.898	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.035	76	0	7.4	0.000	
3.947	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.03	76	0	7.38	0.000	
3.997	0	9877	2.626	.673	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.01	76	0	7.34	0.000	
4.047	0	9877	2.626	.673	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.025	76	0	7.37	0.000	
4.096	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.03	76	0	7.38	0.000	
4.148	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.01	76	0	7.34	0.000	
4.197	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.015	76	0	7.35	0.000	
4.248	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.06	76	0	7.45	0.000	
4.297	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.035	76	0	7.4	0.000	
4.345	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.015	76	0	7.35	0.000	
4.396	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.06	76	0	7.45	0.000	
4.447	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.066	76	0	7.47	0.000	
4.498	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.005	76	0	7.32	0.000	
4.548	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.05	76	0	7.43	0.000	
4.597	0	9877	2.626	.673	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.066	76	0	7.47	0.000	
4.647	0	9877	2.626	.673	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.005	76	0	7.32	0.000	
4.697	0	9877	2.626	.673	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.04	76	0	7.41	0.000	
4.746	0	9877	2.626	.673	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.055	76	0	7.44	0.000	
4.797	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.005	76	0	7.32	0.000	
4.848	0	9877	2.626	.673	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.03	76	0	7.38	0.000	
4.899	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.035	76	0	7.4	0.000	
4.949	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	0	76	0	7.31	0.000	
4.998	0	9877	2.626	.673	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.02	76	0	7.36	0.000	
5.046	0	9877	2.626	.668	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.035	76	0	7.4	0.000	
5.097	0	9877	2.626	.673	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.02	76	0	7.36	0.000	
5.147	0	9877	2.626	.678	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.01	76	0	7.34	0.000	
5.199	0	9877	2.626	.751	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.015	76	0	7.35	0.000	
5.248	0	9877	2.626	.791	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.06	76	0	7.45	0.000	
5.296	0	9877	2.626	.834	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	0	76	0	7.31	0.000	
5.346	0	9877	2.626	.839	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.015	76	0	7.35	0.000	
5.399	0	9877	2.626	.839	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.06	76	0	7.45	0.000	
5.448	0	9877	2.626	.839	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.055	76	0	7.44	0.000	
5.496	0	9877	2.626	.839	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.015	76	0	7.35	0.000	
5.548	0	9877	2.626	.83	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.06	76	0	7.45	0.000	
5.596	0	9877	2.626	.703	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.066	76	0	7.47	0.000	
5.646	0	9877	2.626	.688	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.005	76	0	7.32	0.000	
5.698	0	9877	2.626	.683	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.05	76	0	7.43	0.000	
5.748	0	9877	2.626	.683	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.066	76	0	7.47	0.000	
5.798	0	9877	2.626	.678	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.005	76	0	7.32	0.000	
5.847	0	9877	2.626	.683	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.04	76	0	7.41	0.000	
5.898	0	9877	2.626	.678	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.066	76	0	7.47	0.000	
5.949	0	9877	2.626	.678	15.281	421	9	5	175	51	1	1	17	12	0	12.5	0	875	.005	76	0	7.32	0.000	
5.998	0	9877	2.626	.678	15.281	421	9	5	175	51	1	1	17	12	0	12.3	0	875	.02	76	0	7.36	0.000	
6.047	0	9845	2.622	.678	15.281	421	9	5	175	51	1	1	17	12	0	8.4	0	875	0	76	0	7.31	0.000	
6.096	0	9821	2.617	.673	17.003	421	9	5	175	51	1	1	17	12	0	9.3	0	875	0	76	0	7.31	0.000	
6.148	0	9717	2.597	.673	17.003	421	9	5	175	51	1	1	17	12	0	9.7	0	875	0	76	0	7.31	0.000	
6.199	0	9733	2.6	.673	17.003	421	9	5	175	51	1	1	17	12	1	9.8	0	1000	0	76	0	7.31	0.000	
6.247	0	9733	2.604	.678	17.003	421	9	5	175	51	1	1	17	12	0	10	0	1000	0	76	0	7.31	0.000	
6.297	0	9733	2.608	.673	17.003	421	9	5	175	51	1	1	17	12	0	10.2	0	1000	.005	76	0	7.32	0.000	
6.347	189	9781	2.609	.678	17.003	421	9	5	175	51	1	1	17	12	1	10.1	0	1000	0	76	0	7.31	0.000	
6.398	189	9781	2.61	.678	28.64	421	9	5	175	51	1	1	17	12	0	10.2	0	1000	0	76	0	7.31	0.000	
6.447	189	9781	2.612	.678	28.64	421	9	5	175	51	1	1	17	12	0	10.3	0	1000	.005	76	0	7.32	0.000	
6.497	217	9797	2.613	.678	28.64	421	9	5	175	51	1	1	17	12	0	10.2	0	1000	0	76	0	7.31	0.000	
6.548	217	9797	2.61	.673	28.64	421	9	5	175	51	1	1	17	12	0	10.4	0	1000	0	76	0	7.31	0.000	
6.596	245	9781	2.608	.673	23.289	421	9	5	175	51	1	1	17	12	1	10.7	0	1000	.015	76	0	7.35	0.000	
6.647	245	9781	2.601	.673	23.289	421	9	5	175	51	1	1	17	12	0	10.7	0	1000	0	76	0	7.31	0.000	
6.696	359	9733	2.591	.688	23.289	421	9	5	175	51	1	1	17	12	0	10.8	0	1000	.01	76	0	7.34	0.000	
6.748	473	9621	2.58	.727	13.757	421	9	5	175	51	1	1	17	12	1	11	0	1000	.035	76	0	7.4	0.000	
6.797	451	9685	2.591	.859	13.757	421	9	5	175	51	1	1	17	12	1	11.2	0	1000	.005	76	0	7.32	0.000	
6.846	537	9597	2.574	.991	13.757	421	9	5	175	51	1	1	17	12	1	11.3	0	1000	.02	76	0	7.36	0.000	
6.898	537	9597	2.6	1.132	9.437	421	9	5	175	51	1	1	17	12	0	11.4	0	1000	.035	76	0	7.4	0.000	
6.947	482	9765	2.604	1.157	9.437	421	9	5	175	51	1	1	17	12	0	11.5	0	1000	0	76	0	7.31	0.000	
6.998	522	9733	2.601	1.201	9.402	421	9	5	175	51	1	1	17	12	0	11.3	0	1000	.01	76	0	7.34	0.000	
7.046	419	9797	2.612	1.206	9.402	421	9	5	175	51	1	1	17	12	1	11.4	0	1000	.035	76	0	7.4	0.000	
7.095	419	9797	2.611	1.21	9.402	421	9	5	175	51	1	1	17	12	0	11.6	0	1000	.005	76	0	7.32	0.000	
7.147	472	9797	2.609	1.21	9.39	421	9	5	175	51	1	1	17	12	0	11.7	0	1000	.01	76	0	7.34	0.000	
7.198	527	9773	2.599	1.215	9.39	421	9	5	175	51	1	1	17	12	0	11.8	0	1000	.045	76	0	7.42	0.000	
7.249	609	9717	2.592	1.23	20.617	517	10	6	175	51	1	1	17	12	0	11.8	0	713	0	76	0	7.31	0.000	
7.298	619	9685	2.591	1.245	18.957	515	10	6	175	51	1	1	17	12	1	11.8	0	713	.02	76	0	7.36	0.000	
7.347	619	9685	2.602	1.337	18.957	515	10	6	175	51	1	1	17	12	0	11.7	0	713	.025	76	0	7.37	0.000	
7.397	541	9773	2.609	1.401	18.957	516	9	5	175	51	1	1	17	12	0	11.7	0	713	0	76	0	7.31	0.000	
7.447	560	9773	2.611	1.401	28.027	515	9	5	175	51	1	1	17	12	0	11.5	0	713	.005	76	0	7.32	0.000	
7.496	432	9821	2.618	1.406	28.027	513	9	5	175	50	1	1	17	12	1	12	0	713	.035	76	0	7.4	0.000	
7.548	432	9821	2.619	1.406	28.027	513	9	5	175	51	1	1	17	12	0	12.2	0	713	.066	76	0	7.47	0.000	
7.597	311	9845	2.623	1.406	27.093	512	9	5	175	51	1	1	17	12	0	12.2	0	713	.01	76	0	7.34	0.000	
7.647	311	9845	2.624	1.406	27.093	512	9	5	175	50	1	1	17	12	0	12.2	0	713	.025	76	0	7.37	0.000	
7.698	311	9845	2.626	1.547	27.093	512	9	5	175	51	1	1	17	12	0	12.2	0	713	.06	76	0	7.45	0.000	
7.747	223	9877	2.627	1.616	27.093	512	9	5	175	51	1	1	17	12	1	12.2	0	1000	.076	76	0	7.49	0.000	
7.797	223	9877	2.627	1.704	27.093	512	9	5	175	51	1	1	17	12	0	12	0	1000	.005	76	0	7.32	0.000	
7.847	223	9877	2.627	1.752	27.093	512	9	5	175	51	1	1	17	12	0	11.8	0	1000	.05	76	0	7.43	0.000	
7.896	223	9877	2.629	1.767	27.093	512	9	5	175	51	1	1	17	12	0	10.5	0	1000	0	76	0	7.31	0.000	
7.947	223	9877	2.629	1.767	27.093	512	9	5	175	51	1	1	17	12	0	10.5	0	1000	0	76	0	7.31	0.000	
7.997	223	9877	2.629	1.767	27.093	512	9	5	175	51	1	1	17	12	0	10.7	0	1000	.01	76	0	7.34	0.000	
8.044	223	9877	2.629	1.767	27.093	512	9	5	175	51	1	1	17	12	0	10.8	0	1000	0	76	0	7.31	0.000	
8.097	223	9877	2.629	1.772	27.093	512	9	5	175	51	1	1	17	12	0	10.8	0	1000	0	76	0	7.31	0.000	
8.147	223	9877	2.629	1.767	27.093	512	9	5	175	51	1	1	17	12	0	11	0	1000	.02	76	0	7.36	0.000	
8.196	223	9877	2.629	1.44	27.093	512	9	5	175	45	1	1	17	12	0	12	0	1000	.055	76	0	7.44	0.000	
8.247	223	9877	2.629	.717	27.093	512	9	5	175	41	1	1	17	12	0	12.1	0	1000	.005	76	0	7.32	0.000	
8.296	223	9877	2.629	.688	27.093	512	9	5	175	35	1	1	17	12	0	12.1	0	1000	.04	76	0	7.41	0.000	
8.346	223	9877	2.629	.683	27.093	512	9	5	175	31	1	1	17	12	0	12.2	0	1000	.066	76	0	7.47	0.000	
8.397	223	9877	2.629	.678	27.093	512	9	5	175	25	1	1	17	12	0	12.2	0	1000	.005	76	0	7.32	0.000	
8.447	223	9877	2.629	.678	27.093	512	9	5	175	21	1	1	17	12	0	12.2	0	1000	.04	76	0	7.41	0.000	
8.497	0	9877	2.626	.678	27.093	512	9	5	175	15	1	1	17	12	0	12.2	0	1000	.055	76	0	7.44	0.000	
8.545	0	9877	2.626	.678	27.093	512	9	5	175	51	1	1	17	12	0	12.2	0	1000	.005	76	0	7.32	0.000	
8.596	0	9877	2.626	.678	27.093	512	9	5	175	51	1	1	17	12	0	12.2	0	1000	.02	76	0	7.36	0.000	
8.647	0	9877	2.626	.678	27.093	512	9	5	175	51	1	1	17	12	0	12.2	0	1000	.055	76	0	7.44	0.000	
8.696	0	9877	2.626	.678	27.093	512	9	5	175	51	1	1	17	12	0	12.2	0	1000	.005	76	0	7.32	0.000	
8.747	0	9877	2.626	.678	27.093	512	9	5	175	51	1	1	17	12	0	12.2	0	1000	.02	76	0	7.36	0.000	
8.798	0	9877	2.626	.678	27.093	512	9	5	175	51	1	1	17	12	0	12.2	0	1000	.035	76	0	7.4	0.000	
8.847	0	9877	2.626	.678	27.093	512	9	5	175	51	1	1	17	12	0	12.2	0	1000	.005	76	0	7.32	0.000	
8.897	0	9877	2.626	.678	27.093	512	9	5	175	51	1	1	17	12	0	12.2	0	1000	.01	76	0	7.34	0.000	
8.946	0	9877	2.626	.678	27.093	512	9	5	175	51	1	1	17	12	0	12.3	0	1000	.025	76	0	7.37	0.000	
8.997	0	9877	2.626	.678	27.093	512	9	5	175	51	1	1	17	12	0	12.3	0	1000	0	76	0	7.31	0.000	
9.046	0	9845	2.622	.678	27.093	512	9	5	175	51	1	1	17	12	0	12.3	0	1000	.01	76	0	7.34	0.000	
9.098	0	9877	2.626	.678	27.093	512	9	5	175	51	1	1	17	12	0	12.3	0	1000	.015	76	0	7.35	0.000	
9.147	0	9877	2.626	.678	27.093	512	9	5	175	51	1	1	17	12	0	12.3	0	1000	.06	76	0	7.45	0.000	
9.196	0	9877	2.626	.678	27.093	512	9	5	175	51	1	1	17	12	0	12.3	0	1000	0	76	0	7.31	0.000	
9.245	0	9877	2.626	.678	27.093	512	9	5	175	51	1	1	17	12	0	12.3	0	1000	.015	76	0	7.35	0.000	
9.298	0	9877	2.626	.678	27.093	512	9	5	175	51	1	1	17	12	0	12.3	0	1000	.06	76	0	7.45	0.000	
9.348	0	9845	2.622	.678	27.093	512	9	5	175	51	1	1	17	12	0	12.3	0	1000	.055	76	0	7.44	0.000	
9.398	0	9877	2.626	.678	27.093	512	9	5	175	51	1	1	17	12	0	12.2	0	1000	.005	76	0	7.32	0.000	
9.447	0	9821	2.617	.678	27.093	512	9	5	175	51	1	1	17	12	0	8.3	0	1000	0	76	0	7.31	0.000	
9.496	0	9773	2.607	.678	27.093	512	9	5	175	51	1	1	17	12	0	9	0	1000	0	76	0	7.31	0.000	
9.549	0	9845	2.621	.678	27.093	512	9	5	175	51	1	1	17	12	0	9.5	0	1000	0	76	0	7.31	0.000	
9.596	0	9845	2.621	.678	27.093	512	9	5	175	51	1	1	17	12	0	9.8	0	1000	0	76	0	7.31	0.000	
9.647	0	9845	2.613	.683	27.093	512	9	5	175	51	1	1	17	12	0	10	0	1000	0	76	0	7.31	0.000	
9.697	0	9773	2.607	.688	27.093	512	9	5	175	51	1	1	17	12	1	10	0	1000	0	76	0	7.31	0.000	
9.747	0	9773	2.607	.756	35.046	512	9	5	175	51	1	1	17	12	0	10	0	1000	.005	76	0	7.32	0.000	
9.796	0	9773	2.611	.947	35.046	512	9	5	175	51	1	1	17	12	0	10.2	0	1000	0	76	0	7.31	0.000	
9.847	211	9829	2.618	1.191	35.046	512	9	5	175	51	1	1	17	12	1	10.2	0	1000	0	76	0	7.31	0.000	
9.899	211	9829	2.619	1.264	35.046	512	9	5	175	51	1	1	17	12	0	10.3	0	1000	.005	76	0	7.32	0.000	
9.948	211	9829	2.621	1.303	35.046	512	9	5	175	51	1	1	17	12	0	10.3	0	1000	0	76	0	7.31	0.000	
9.997	230	9845	2.621	1.308	24.402	512	9	5	175	51	1	1	17	12	0	10.2	0	1000	0	76	0	7.31	0.000	
10.047	230	9845	2.621	1.333	24.402	512	9	5	175	51	1	1	17	12	0	10.4	0	1000	.015	76	0	7.35	0.000	
10.097	234	9845	2.622	1.533	24.402	512	9	5	175	51	1	1	17	12	1	10.3	0	1000	0	76	0	7.31	0.000	
10.149	234	9845	2.622	1.689	24.402	512	9	5	175	51	1	1	17	12	0	10.3	0	1000	0	76	0	7.31	0.000	
10.197	234	9845	2.626	1.708	24.402	512	9	5	175	51	1	1	17	12	0	10.5	0	1000	.015	76	0	7.35	0.000	
10.246	245	9877	2.627	1.708	23.312	512	9	5	175	51	1	1	17	12	0	10.3	0	1000	0	76	0	7.31	0.000	
10.298	245	9877	2.628	1.708	23.312	512	9	5	175	51	1	1	17	12	0	10.5	0	1000	0	76	0	7.31	0.000	
10.348	250	9885	2.628	1.66	23.312	512	9	5	175	51	1	1	17	12	1	10.3	0	1000	.015	76	0	7.35	0.000	
10.397	250	9885	2.627	1.635	23.312	512	9	5	175	51	1	1	17	12	0	10.4	0	1000	0	76	0	7.31	0.000	
10.444	250	9885	2.626	1.582	23.312	512	9	5	175	51	1	1	17	12	0	10.5	0	1000	.01	76	0	7.34	0.000	
10.497	245	9869	2.625	1.459	23.324	512	9	5	175	51	1	1	17	12	0	10.3	0	1000	.015	76	0	7.35	0.000	
10.547	245	9869	2.625	1.459	23.324	512	9	5	175	51	1	1	17	12	0	10.5	0	1000	0	76	0	7.31	0.000	
10.597	250	9877	2.626	1.508	23.324	512	9	5	175	51	1	1	17	12	0	10.4	0	1000	.01	76	0	7.34	0.000	
