[13B-REW 5.08][DL-340XB][AEM 30-0300 X Series]
Time(s)	RPM	PIM	PIM V	TPS V	InjFrPr	Inj +/-	IGL	IGT	FuelT	Oil	PC%	WG%	WtrT	AirT	Knock	BatV	Speed	???(2)	O2S	???	InjFrSc	AN1-AN2 Wide Band O2	AN2 raw	
64.749	2365	5629	1.822	.893	3.703	350	27	27	175	14	1	1	30	20	5	14.1	19	231	4.848	76	0	18.83	0.000	
64.797	2410	5573	1.804	.893	3.671	350	28	28	175	14	1	1	30	20	1	14.1	19	232	4.818	76	0	18.76	0.000	
64.848	2353	5477	1.789	.893	3.765	350	28	28	175	14	1	1	30	20	0	14.1	19	231	4.586	76	0	18.2	0.000	
64.897	2324	5653	1.826	.893	3.71	350	27	27	175	14	1	1	30	20	1	14.1	19	231	4.521	76	0	18.05	0.000	
64.947	2409	5613	1.813	.893	3.625	350	28	28	175	14	1	1	30	20	0	14.1	19	232	4.738	76	0	18.57	0.000	
64.998	2346	5517	1.796	.893	3.742	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.657	76	0	18.37	0.000	
65.048	2337	5629	1.82	.893	3.703	350	27	27	175	14	1	1	30	20	2	14.1	19	231	4.36	76	0	17.67	0.000	
65.097	2387	5621	1.817	.893	3.601	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.536	76	0	18.09	0.000	
65.15	2330	5517	1.8	.893	3.742	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.687	76	0	18.44	0.000	
65.197	2350	5669	1.826	.893	3.687	350	27	27	175	14	1	1	30	20	2	14.1	19	231	4.41	76	0	17.79	0.000	
65.248	2383	5589	1.812	.893	3.632	350	27	27	175	14	1	1	30	20	0	14.1	19	232	4.667	76	0	18.4	0.000	
65.298	2336	5541	1.804	.893	3.742	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.41	76	0	17.79	0.000	
65.35	2377	5621	1.818	.893	3.687	350	27	27	175	14	1	1	30	20	1	14.1	19	231	4.309	76	0	17.55	0.000	
65.398	2359	5565	1.807	.893	3.687	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.425	76	0	17.82	0.000	
65.449	2321	5565	1.809	.893	3.742	350	27	27	175	14	1	1	30	20	1	14.1	19	231	4.208	76	0	17.31	0.000	
65.501	2360	5645	1.823	.893	3.703	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.375	76	0	17.7	0.000	
65.549	2366	5597	1.81	.893	3.64	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.339	76	0	17.62	0.000	
65.599	2328	5573	1.815	.893	3.656	350	27	27	175	14	1	1	30	20	5	14.1	19	231	4.4	76	0	17.76	0.000	
65.646	2356	5637	1.825	.893	3.671	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.46	76	0	17.9	0.000	
65.698	2396	5645	1.821	.893	3.593	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.556	76	0	18.13	0.000	
65.749	2368	5533	1.8	.893	3.703	350	27	27	175	14	1	1	30	20	2	14.1	19	231	4.596	76	0	18.23	0.000	
65.797	2368	5565	1.809	.893	3.773	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.501	76	0	18	0.000	
65.848	2373	5573	1.813	.893	3.718	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.344	76	0	17.63	0.000	
65.899	2324	5613	1.814	.893	3.718	350	27	27	175	14	1	1	30	20	2	14.1	19	231	4.44	76	0	17.86	0.000	
65.95	2345	5661	1.827	.893	3.687	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.501	76	0	18	0.000	
66.001	2365	5629	1.819	.893	3.632	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.728	76	0	18.54	0.000	
66.049	2332	5573	1.809	.893	3.703	350	27	27	175	14	1	1	30	20	6	14.1	19	231	4.551	76	0	18.12	0.000	
66.1	2343	5613	1.818	.893	3.71	350	27	27	175	14	1	1	30	20	0	14.2	19	231	4.284	76	0	17.49	0.000	
66.148	2336	5573	1.812	.893	3.656	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.486	76	0	17.97	0.000	
66.199	2323	5629	1.816	.893	3.648	350	27	27	175	14	1	1	30	20	2	14.1	19	231	4.41	76	0	17.79	0.000	
66.248	2327	5661	1.825	.888	3.656	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.42	76	0	17.81	0.000	
66.298	2350	5613	1.818	.888	3.625	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.551	76	0	18.12	0.000	
66.351	2323	5581	1.81	.888	3.703	350	27	27	175	14	1	1	30	20	2	14.1	19	231	4.38	76	0	17.72	0.000	
66.398	2343	5669	1.826	.888	3.656	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.153	76	0	17.18	0.000	
66.449	2359	5589	1.812	.888	3.64	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.329	76	0	17.59	0.000	
66.499	2324	5589	1.81	.888	3.718	350	27	27	175	14	1	1	30	20	2	14.1	19	231	4.188	76	0	17.26	0.000	
66.55	2340	5637	1.821	.888	3.687	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.229	76	0	17.36	0.000	
66.599	2359	5605	1.811	.888	3.687	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.556	76	0	18.13	0.000	
66.649	2342	5573	1.811	.888	3.703	350	27	27	175	14	1	1	30	20	0	14.2	19	231	4.254	76	0	17.42	0.000	
66.699	2339	5581	1.814	.888	3.726	350	27	27	175	14	1	1	30	20	1	14.1	19	231	4.344	76	0	17.63	0.000	
66.749	2309	5637	1.819	.888	3.687	350	27	27	175	14	1	1	30	20	4	14.1	19	230	4.4	76	0	17.76	0.000	
66.802	2299	5669	1.826	.888	3.656	350	27	27	175	14	1	1	30	20	0	14.1	19	230	4.38	76	0	17.72	0.000	
66.848	2345	5701	1.831	.888	3.625	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.491	76	0	17.98	0.000	
66.897	2324	5597	1.813	.888	3.617	350	27	27	175	14	1	1	30	20	5	14.1	19	231	4.561	76	0	18.14	0.000	
66.948	2337	5645	1.823	.888	3.687	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.329	76	0	17.59	0.000	
67	2371	5629	1.818	.888	3.632	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.259	76	0	17.43	0.000	
67.046	2357	5581	1.806	.888	3.703	350	27	27	175	14	1	1	30	20	3	14.1	19	231	4.541	76	0	18.1	0.000	
67.097	2348	5589	1.812	.888	3.742	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.239	76	0	17.38	0.000	
67.148	2325	5573	1.811	.888	3.718	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.465	76	0	17.92	0.000	
67.197	2344	5637	1.822	.888	3.656	350	27	27	175	14	1	1	30	20	1	14.1	19	231	4.717	76	0	18.52	0.000	
67.247	2367	5589	1.809	.888	3.687	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.622	76	0	18.29	0.000	
67.295	2311	5581	1.812	.888	3.75	350	27	27	175	14	1	1	30	20	0	14.1	19	230	4.39	76	0	17.74	0.000	
67.346	2348	5645	1.822	.888	3.617	350	27	27	175	14	1	1	30	20	1	14.1	19	231	4.279	76	0	17.48	0.000	
67.396	2368	5581	1.809	.888	3.671	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.41	76	0	17.79	0.000	
67.448	2312	5557	1.806	.888	3.75	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.299	76	0	17.52	0.000	
67.496	2351	5621	1.818	.888	3.648	350	27	27	175	14	1	1	30	20	7	14.1	19	231	4.239	76	0	17.38	0.000	
67.547	2345	5557	1.806	.888	3.687	350	27	27	175	14	1	1	30	20	1	14.1	19	231	4.37	76	0	17.69	0.000	
67.597	2317	5565	1.807	.888	3.71	350	27	27	175	14	1	1	30	20	1	14.2	19	231	4.259	76	0	17.43	0.000	
67.646	2360	5629	1.819	.888	3.703	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.319	76	0	17.57	0.000	
67.697	2366	5597	1.809	.888	3.656	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.395	76	0	17.75	0.000	
67.746	2310	5589	1.818	.888	3.75	350	27	27	175	14	1	1	30	20	1	14.1	19	230	4.198	76	0	17.28	0.000	
67.798	2366	5669	1.826	.888	3.64	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.4	76	0	17.76	0.000	
67.85	2362	5589	1.811	.888	3.64	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.45	76	0	17.88	0.000	
67.896	2327	5573	1.809	.888	3.734	350	27	27	175	14	1	1	30	20	3	14.1	19	231	4.35	76	0	17.64	0.000	
67.946	2368	5621	1.818	.888	3.687	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.239	76	0	17.38	0.000	
67.999	2334	5565	1.809	.888	3.687	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.476	76	0	17.94	0.000	
68.047	2313	5557	1.806	.888	3.75	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.4	76	0	17.76	0.000	
68.098	2348	5685	1.83	.888	3.632	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.259	76	0	17.43	0.000	
68.149	2359	5597	1.813	.888	3.64	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.712	76	0	18.5	0.000	
68.197	2342	5613	1.815	.888	3.734	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.47	76	0	17.93	0.000	
68.248	2338	5645	1.824	.888	3.671	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.46	76	0	17.9	0.000	
68.299	2357	5597	1.813	.888	3.671	350	27	27	175	14	1	1	30	20	0	14.2	19	231	4.642	76	0	18.34	0.000	
68.348	2333	5629	1.817	.888	3.742	350	27	27	175	14	1	1	30	20	4	14.1	19	231	4.531	76	0	18.07	0.000	
68.4	2332	5589	1.81	.888	3.656	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.309	76	0	17.55	0.000	
68.447	2350	5613	1.816	.888	3.632	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.4	76	0	17.76	0.000	
68.498	2340	5581	1.806	.888	3.687	350	27	27	175	14	1	1	30	20	2	14.1	19	231	4.445	76	0	17.87	0.000	
68.549	2299	5637	1.822	.888	3.703	350	27	27	175	14	1	1	30	20	0	14.1	19	230	4.501	76	0	18	0.000	
68.597	2368	5661	1.826	.888	3.57	350	27	27	175	14	1	1	30	20	0	14.1	19	231	4.728	76	0	18.54	0.000	
68.65	2338	5509	1.796	.844	3.703	335	27	27	175	14	1	1	30	20	2	14.1	19	231	4.692	76	0	18.46	0.000	
68.696	2294	5445	1.784	.834	3.734	341	28	28	175	14	1	1	30	20	1	14.1	19	230	4.617	76	0	18.28	0.000	
68.747	2321	5485	1.784	.834	3.796	349	28	28	175	14	1	1	30	20	1	14.1	19	231	4.586	76	0	18.2	0.000	
68.795	2278	5429	1.784	.834	3.875	350	28	28	175	14	1	1	30	20	0	14.1	19	229	5.02	76	0	19.23	0.000	
68.847	2244	5429	1.784	.834	3.945	350	28	28	175	14	1	1	30	20	0	14.1	18	229	4.793	76	0	18.7	0.000	
68.896	2198	5493	1.794	.834	3.835	350	28	28	175	14	1	1	30	20	1	14.1	18	229	4.622	76	0	18.29	0.000	
68.947	2162	5549	1.81	.834	3.757	350	27	27	175	14	1	1	30	20	0	14.1	18	227	4.728	76	0	18.54	0.000	
68.996	2183	5685	1.829	.834	3.601	350	27	27	175	14	1	1	30	20	3	14.1	18	227	4.697	76	0	18.47	0.000	
69.046	2232	5693	1.824	.834	3.57	350	27	27	175	14	1	1	30	20	0	14.1	18	228	4.899	76	0	18.95	0.000	
69.098	2215	5581	1.809	.839	3.625	350	27	27	175	14	1	1	30	20	0	14.1	18	228	4.556	76	0	18.13	0.000	
69.148	2167	5573	1.81	.839	3.757	350	27	27	175	14	1	1	30	20	5	14.1	18	227	4.123	76	0	17.1	0.000	
69.198	2211	5677	1.829	.834	3.617	350	27	27	175	14	1	1	30	20	0	14.2	18	227	4.052	76	0	16.94	0.000	
69.247	2185	5605	1.815	.839	3.625	350	27	27	175	14	1	1	30	20	0	14.1	18	227	4.37	76	0	17.69	0.000	
69.296	2155	5629	1.818	.839	3.695	350	27	27	175	14	1	1	30	20	1	14.1	18	227	4.092	76	0	17.03	0.000	
69.347	2170	5693	1.832	.839	3.703	350	27	27	175	14	1	1	30	20	2	14.1	18	227	4.158	76	0	17.19	0.000	
69.398	2215	5669	1.822	.834	3.539	350	27	27	175	14	1	1	30	20	4	14.1	17	228	4.44	76	0	17.86	0.000	
69.449	2177	5613	1.819	.834	3.625	350	27	27	175	14	1	1	30	20	0	14.1	17	227	4.4	76	0	17.76	0.000	
69.498	2164	5629	1.822	.834	3.718	350	27	27	175	14	1	1	30	20	2	14.2	17	227	4.188	76	0	17.26	0.000	
69.55	2199	5653	1.822	.83	3.601	350	27	27	175	14	1	1	30	20	3	14.1	17	227	4.339	76	0	17.62	0.000	
69.598	2175	5493	1.794	.791	3.734	350	28	28	175	14	1	1	30	20	0	14.1	17	227	4.158	76	0	17.19	0.000	
69.648	2122	5397	1.78	.786	3.851	350	28	28	175	14	1	1	30	20	0	14.2	17	227	4.133	76	0	17.13	0.000	
69.697	2115	5437	1.787	.776	3.992	350	28	28	175	14	1	1	30	20	0	14.1	17	226	4.032	76	0	16.89	0.000	
69.749	2078	5397	1.787	.776	3.929	350	28	28	175	14	1	1	30	20	0	14.2	17	225	4.188	76	0	17.26	0.000	
69.798	2049	5469	1.789	.776	3.914	350	28	28	175	14	1	1	30	20	0	14.1	17	225	4.35	76	0	17.64	0.000	
69.848	2042	5501	1.799	.766	3.851	350	27	27	175	14	1	1	30	20	0	14.1	17	225	4.496	76	0	17.99	0.000	
69.898	2015	5477	1.791	.761	3.843	350	28	28	175	14	1	1	30	20	0	14.1	17	225	4.43	76	0	17.83	0.000	
69.947	1964	5461	1.787	.761	3.82	350	27	27	175	14	1	1	30	20	0	14.1	16	223	4.571	76	0	18.17	0.000	
69.998	1951	5573	1.812	.761	3.789	350	26	26	175	14	1	1	30	20	1	14.2	16	222	4.571	76	0	18.17	0.000	
70.048	1979	5629	1.816	.761	3.687	350	26	26	175	14	1	1	30	20	0	14.2	16	223	4.41	76	0	17.79	0.000	
70.097	1950	5525	1.8	.761	3.703	350	26	26	175	14	1	1	30	20	0	14.2	16	222	4.692	76	0	18.46	0.000	
70.149	1943	5621	1.822	.761	3.679	350	26	26	175	14	1	1	30	20	0	14.2	15	222	4.37	76	0	17.69	0.000	
70.197	1947	5621	1.815	.756	3.687	350	26	26	175	14	1	1	30	20	3	14.2	15	222	4.163	76	0	17.2	0.000	
70.25	1939	5637	1.828	.761	3.656	350	26	26	175	14	1	1	30	20	0	14.2	15	222	4.289	76	0	17.5	0.000	
70.299	1949	5653	1.824	.756	3.562	350	26	26	175	14	1	1	30	20	0	14.2	15	222	4.37	76	0	17.69	0.000	
70.347	1937	5637	1.818	.761	3.578	350	26	26	175	14	1	1	30	20	1	14.1	14	222	4.113	76	0	17.08	0.000	
70.397	1912	5605	1.818	.756	3.609	350	26	26	175	14	1	1	30	20	1	14.1	14	221	3.951	76	0	16.7	0.000	
70.446	1907	5685	1.832	.761	3.546	350	26	26	175	14	1	1	30	20	1	14.1	14	221	4.072	76	0	16.98	0.000	
70.496	1932	5717	1.832	.761	3.507	350	26	26	175	14	1	1	30	20	0	14.2	14	221	4.138	76	0	17.14	0.000	
70.547	1917	5637	1.821	.761	3.507	350	26	26	175	14	1	1	30	20	2	14.2	14	222	4.501	76	0	18	0.000	
70.597	1907	5661	1.824	.756	3.601	350	26	26	175	14	1	1	30	20	0	14.2	13	221	4.319	76	0	17.57	0.000	
70.648	1925	5693	1.828	.761	3.5	350	26	26	175	14	1	1	30	20	1	14.2	13	222	4.264	76	0	17.44	0.000	
70.698	1918	5637	1.825	.761	3.515	350	26	26	175	14	1	1	30	20	0	14.2	13	221	4.254	76	0	17.42	0.000	
70.747	1878	5661	1.832	.761	3.539	350	26	26	175	14	1	1	30	20	2	14.2	13	219	4.39	76	0	17.74	0.000	
70.797	1855	5701	1.838	.756	3.507	350	26	26	175	14	1	1	30	20	0	14.2	13	219	4.319	76	0	17.57	0.000	
70.846	1894	5765	1.845	.756	3.32	350	26	26	175	14	1	1	30	20	0	14.2	11	221	4.566	76	0	18.16	0.000	
70.899	1907	5717	1.838	.756	3.335	350	26	26	175	14	1	1	30	20	0	14.1	11	221	4.662	76	0	18.38	0.000	
70.949	1879	5677	1.828	.756	3.546	350	26	26	175	14	1	1	30	20	0	14.1	10	219	4.36	76	0	17.67	0.000	
70.999	1872	5749	1.846	.756	3.515	350	26	26	175	14	1	1	30	20	0	14.1	10	219	4.289	76	0	17.5	0.000	
71.049	1908	5757	1.844	.756	3.328	350	26	26	175	14	1	1	30	20	2	14.1	10	221	4.511	76	0	18.03	0.000	
71.098	1917	5685	1.83	.761	3.382	350	26	26	175	14	1	1	30	20	0	14.2	9	222	4.339	76	0	17.62	0.000	
71.15	1850	5669	1.827	.756	3.601	350	26	26	175	14	1	1	30	20	0	14.2	9	219	4.571	76	0	18.17	0.000	
71.199	1865	5773	1.847	.756	3.375	350	26	26	175	14	1	1	30	20	2	14.2	9	219	4.44	76	0	17.86	0.000	
71.249	1930	5765	1.845	.756	3.304	350	26	26	175	14	1	1	30	20	1	14.2	9	221	4.632	76	0	18.31	0.000	
71.298	1922	5669	1.822	.756	3.492	350	26	26	175	14	1	1	30	20	1	14.2	8	222	4.637	76	0	18.33	0.000	
71.348	1866	5669	1.834	.761	3.609	350	26	26	175	14	1	1	30	20	0	14.2	8	219	4.44	76	0	17.86	0.000	
71.397	1892	5741	1.847	.756	3.398	350	26	26	175	14	1	1	30	20	1	14.2	8	221	4.43	76	0	17.83	0.000	
71.447	1947	5669	1.828	.756	3.468	350	26	26	175	14	1	1	30	20	0	14.2	7	222	4.46	76	0	17.9	0.000	
71.498	1872	5597	1.813	.756	3.593	350	26	26	175	14	1	1	30	20	0	14.2	7	219	4.722	76	0	18.53	0.000	
71.548	1835	5677	1.829	.756	3.601	350	26	26	175	14	1	1	30	20	0	14.1	7	218	4.481	76	0	17.95	0.000	
71.6	1894	5781	1.845	.756	3.359	350	26	26	175	14	1	1	30	20	0	14.1	7	221	4.37	76	0	17.69	0.000	
71.651	1925	5661	1.824	.756	3.406	350	26	26	175	14	1	1	30	20	0	14.2	7	222	4.581	76	0	18.19	0.000	
71.698	1866	5621	1.821	.751	3.562	350	26	26	175	14	1	1	30	20	0	14.2	6	219	4.602	76	0	18.24	0.000	
71.749	1827	5693	1.839	.756	3.578	350	26	26	175	14	1	1	30	20	0	14.2	6	218	4.37	76	0	17.69	0.000	
71.799	1881	5781	1.844	.751	3.32	350	26	26	175	14	1	1	30	20	0	14.2	6	219	4.476	76	0	17.94	0.000	
71.851	1893	5669	1.828	.751	3.39	350	26	26	175	14	1	1	30	20	0	14.2	6	221	4.758	76	0	18.61	0.000	
71.899	1818	5645	1.822	.751	3.632	350	26	26	175	14	1	1	30	20	1	14.1	6	218	4.546	76	0	18.11	0.000	
71.946	1834	5805	1.853	.751	3.515	350	26	26	175	14	1	1	30	20	0	14.2	5	218	4.43	76	0	17.83	0.000	
71.998	1900	5773	1.847	.751	3.265	350	26	26	175	14	1	1	30	20	2	14.1	5	221	4.622	76	0	18.29	0.000	
72.048	1865	5693	1.833	.756	3.375	350	26	26	175	14	1	1	30	20	0	14.2	5	219	4.637	76	0	18.33	0.000	
72.099	1817	5685	1.831	.756	3.539	350	26	26	175	14	1	1	30	20	0	14.2	5	218	4.501	76	0	18	0.000	
72.148	1856	5789	1.854	.751	3.382	350	26	26	175	14	1	1	30	20	0	14.2	6	219	4.43	76	0	17.83	0.000	
72.198	1879	5717	1.837	.751	3.328	350	26	26	175	14	1	1	30	20	1	14.2	6	219	4.526	76	0	18.06	0.000	
72.249	1843	5677	1.83	.756	3.406	350	26	26	175	14	1	1	30	20	0	14.2	6	219	4.617	76	0	18.28	0.000	
72.298	1817	5709	1.835	.751	3.492	350	26	26	175	14	1	1	30	20	0	14.2	6	218	4.481	76	0	17.95	0.000	
72.348	1847	5797	1.855	.751	3.375	350	26	26	175	14	1	1	30	20	0	14.2	6	219	4.445	76	0	17.87	0.000	
72.401	1866	5749	1.842	.756	3.296	350	26	26	175	14	1	1	30	20	0	14.2	6	219	4.566	76	0	18.16	0.000	
72.447	1818	5741	1.841	.751	3.343	350	26	26	175	14	1	1	30	20	1	14.2	6	218	4.481	76	0	17.95	0.000	
72.499	1784	5789	1.85	.751	3.335	350	25	25	175	14	1	1	30	20	1	14.2	6	217	4.728	76	0	18.54	0.000	
72.547	1711	5909	1.887	.751	3.218	350	24	24	175	14	1	1	30	20	0	14.2	7	215	4.556	76	0	18.13	0.000	
72.596	1714	6005	1.894	.751	2.82	350	24	24	175	15	1	1	30	20	0	14.2	7	215	4.687	76	0	18.44	0.000	
72.649	1725	5973	1.889	.751	2.898	350	25	25	175	14	1	1	30	20	0	14.2	9	216	4.828	76	0	18.78	0.000	
72.699	1732	5965	1.882	.751	2.953	350	25	25	175	14	1	1	30	20	0	14.2	9	216	4.682	76	0	18.43	0.000	
72.75	1763	5989	1.889	.751	2.851	350	25	25	175	14	1	1	30	20	0	14.2	11	217	4.682	76	0	18.43	0.000	
72.798	1753	5925	1.874	.751	2.914	350	25	25	175	14	1	1	30	20	2	14.2	11	216	4.838	76	0	18.8	0.000	
72.848	1699	5869	1.867	.756	2.992	350	24	24	175	14	1	1	30	20	0	14.1	12	216	4.758	76	0	18.61	0.000	
72.899	1659	5965	1.884	.751	2.898	350	24	24	175	14	1	1	30	20	0	14.2	12	215	5.02	76	0	19.23	0.000	
72.95	1676	6117	1.905	.751	2.843	350	24	24	175	16	1	1	30	20	0	14.2	12	213	4.949	76	0	19.07	0.000	
72.999	1726	6053	1.896	.751	2.882	350	25	25	175	16	1	1	30	20	0	14.2	12	216	5.02	76	0	19.23	0.000	
73.05	1691	5933	1.878	.751	2.929	350	24	24	175	14	1	1	30	20	0	14.2	12	215	5.02	76	0	19.23	0.000	
73.099	1632	6029	1.898	.761	2.851	350	23	23	175	14	1	1	30	20	1	14.1	12	212	5.02	76	0	19.23	0.000	
73.15	1581	6165	1.929	.771	2.796	350	22	22	175	14	1	1	30	20	1	14.2	13	211	5.02	76	0	19.23	0.000	
73.197	1644	6357	1.96	.781	3.054	350	24	23	175	13	1	1	30	20	2	14.2	13	213	5.02	76	0	19.23	0.000	
73.247	1703	6325	1.948	.781	3.07	350	24	24	175	16	1	1	30	20	1	14.2	12	215	5.02	76	0	19.23	0.000	
73.299	1643	6229	1.934	.81	2.976	350	24	24	175	16	1	1	30	20	0	14.1	12	213	5.02	76	0	19.23	0.000	
73.346	1600	6341	1.975	.859	6.632	350	23	22	175	16	1	1	30	20	0	14.2	13	212	5.02	76	0	19.23	0.000	
73.4	1591	6781	2.049	.864	5.843	350	23	21	175	16	1	1	30	20	1	14.2	13	211	5.02	76	0	19.23	0.000	
73.448	1714	6869	2.054	.864	3.507	350	25	23	175	16	1	1	30	20	1	14.2	13	215	5.02	76	0	19.23	0.000	
73.498	1819	6733	2.028	.864	3.523	350	25	23	175	16	1	1	30	20	0	14.1	13	218	5.02	76	0	19.23	0.000	
73.546	1881	6549	1.99	.864	3.375	350	25	24	175	16	1	1	30	20	2	14.2	13	219	5.02	76	0	19.23	0.000	
73.598	1941	6397	1.962	.864	3.343	350	25	24	175	16	1	1	30	20	2	14.2	13	222	5.02	76	0	19.23	0.000	
73.649	1987	6261	1.936	.864	3.242	350	25	25	175	16	1	1	30	20	2	14.2	13	223	4.939	76	0	19.04	0.000	
73.697	1996	6125	1.913	.869	3.132	350	25	25	175	16	1	1	30	20	4	14.2	13	223	4.919	76	0	19	0.000	
73.75	1998	6077	1.901	.869	3.101	350	25	25	175	16	1	1	30	20	0	14.2	14	223	4.969	76	0	19.11	0.000	
73.8	1995	6021	1.894	.864	3.039	350	25	25	175	16	1	1	30	20	0	14.2	14	223	5.02	76	0	19.23	0.000	
73.848	1984	5989	1.887	.869	3.015	350	26	26	175	16	1	1	30	20	0	14.2	14	223	5.02	76	0	19.23	0.000	
73.899	1977	5941	1.874	.864	3	350	26	26	175	14	1	1	30	20	0	14.2	15	223	5.02	76	0	19.23	0.000	
73.948	1913	5973	1.883	.869	2.968	350	26	26	175	14	1	1	30	20	0	14.2	15	221	5.02	76	0	19.23	0.000	
74	1857	6133	1.928	.864	2.953	350	25	25	175	14	1	1	30	20	0	14.2	15	219	5.02	76	0	19.23	0.000	
74.047	1937	6205	1.929	.864	3.085	350	25	25	175	16	1	1	30	20	0	14.2	15	222	5.02	76	0	19.23	0.000	
74.096	1934	6125	1.916	.864	3.093	350	25	25	175	16	1	1	30	20	1	14.1	15	222	5.02	76	0	19.23	0.000	
74.146	1847	6117	1.918	.864	3.07	350	25	25	175	16	1	1	30	20	0	14.2	15	219	5.02	76	0	19.23	0.000	
74.199	1813	6277	1.944	.864	3.07	350	25	25	175	16	1	1	30	20	0	14.2	15	218	5.02	76	0	19.23	0.000	
74.249	1870	6325	1.949	.864	3.14	350	25	25	175	16	1	1	30	20	0	14.2	15	219	5.02	76	0	19.23	0.000	
74.298	1877	6261	1.944	.864	3.148	350	25	25	175	16	1	1	30	20	1	14.2	15	219	5.02	76	0	19.23	0.000	
74.347	1804	6269	1.94	.864	3.14	350	25	25	175	16	1	1	30	20	0	14.2	15	218	5.02	76	0	19.23	0.000	
74.396	1751	6333	1.953	.864	3.078	350	25	25	175	16	1	1	30	20	0	14.2	15	216	5.02	76	0	19.23	0.000	
74.447	1758	6429	1.975	.864	3.101	350	25	24	175	16	1	1	30	20	0	14.2	15	216	5.02	76	0	19.23	0.000	
74.496	1742	6477	1.984	.864	3.203	350	25	24	175	16	1	1	30	20	2	14.2	15	216	5.02	76	0	19.23	0.000	
74.548	1693	6485	1.985	.864	3.257	350	24	23	175	16	1	1	30	20	0	14.1	14	215	5.02	76	0	19.23	0.000	
74.598	1640	6573	1.999	.864	3.203	350	24	23	175	16	1	1	30	20	0	14.2	14	213	5.02	76	0	19.23	0.000	
74.651	1596	6677	2.036	.864	3.234	350	23	21	175	16	1	1	30	20	0	14.2	14	211	5.02	76	0	19.23	0.000	
74.699	1621	7037	2.093	1.02	7.218	353	23	21	175	17	1	1	30	20	0	14.1	14	212	5.02	76	0	19.23	0.000	
74.748	1709	7381	2.152	1.059	6.843	353	23	21	175	18	1	1	30	20	1	14.1	14	213	5.02	76	0	19.23	0.000	
74.798	1848	7485	2.172	1.069	4.812	353	22	21	175	18	1	1	30	20	3	14.1	14	219	5.02	76	0	19.23	0.000	
74.847	1987	7349	2.14	1.069	3.906	353	23	21	175	18	1	1	30	20	1	14.2	14	222	5.02	76	0	19.23	0.000	
74.897	2130	7133	2.106	1.064	3.906	353	23	23	175	18	1	1	30	20	2	14.1	14	227	5.02	76	0	19.23	0.000	
74.948	2224	6989	2.076	1.064	3.898	353	24	24	175	18	1	1	30	20	0	14.1	14	227	5.02	76	0	19.23	0.000	
74.998	2342	6821	2.041	1.064	3.875	353	24	24	175	16	1	1	30	20	3	14.1	15	231	5.02	76	0	19.23	0.000	
75.05	2426	6621	1.998	1.064	3.773	353	25	25	175	16	1	1	30	20	5	14.1	15	232	5.02	76	0	19.23	0.000	
75.098	2523	6389	1.959	1.059	3.679	353	26	26	175	16	1	1	30	20	0	14.1	16	235	5.02	76	0	19.23	0.000	
75.147	2608	6141	1.918	1.054	3.554	353	27	27	175	16	1	1	30	20	0	14.2	17	235	4.969	76	0	19.11	0.000	
