[13B-REW 5.08][DL-340XB][AEM 30-0334 X Series]
Time(s)	Clock    	Switches        	RPM	PIM	PIM V	TPS V	InjFrPr	Inj +/-	IGL	IGT	FuelT	Oil	PC%	WG%	WtrT	AirT	Knock	BatV	Speed	???(2)	O2S	???	InjFrSc	AN1-AN2 Wide Band O2	AN2 raw	
4.941	20:46:57.626	0000100000101011	1460	6453	1.978	.537	0	322	24	23	175	14	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
4.991	20:46:57.676	0000100000101011	1390	6653	2.022	.537	0	322	23	22	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
5.041	20:46:57.726	0000100000101011	1317	6885	2.075	.537	5.75	318	22	20	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
5.092	20:46:57.777	0000100000101011	1239	7149	2.124	.537	6.273	318	20	19	175	17	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
5.142	20:46:57.827	0000100000101011	1201	7429	2.173	.537	6.5	314	18	17	175	18	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
5.191	20:46:57.876	0000100000101011	1427	7437	2.163	.537	5.796	314	20	19	175	18	1	1	76	37	6	14	0	8	5.02	76	0	19.23	0.000	
5.243	20:46:57.928	0000100000101011	1588	7117	2.085	.537	4.546	318	23	21	175	18	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
5.29	20:46:57.975	0000100000101011	1702	6685	2.009	.537	4.164	318	17	15	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
5.342	20:46:58.027	0000100000101011	1674	6373	1.958	.537	3.718	322	12	11	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
5.392	20:46:58.077	0000100000101011	1624	6365	1.959	.537	3.601	322	6	5	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
5.44	20:46:58.125	0000100000101011	1633	6381	1.962	.537	3.578	322	3	2	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
5.49	20:46:58.175	0000100000101011	1695	6261	1.937	.537	3.593	322	-3	-3	175	16	1	1	76	37	1	14	0	8	5.02	76	0	19.23	0.000	
5.54	20:46:58.225	0000100000101011	1665	6165	1.922	.537	3.546	322	25	25	175	16	1	1	76	37	8	14	0	8	5.02	76	0	19.23	0.000	
5.591	20:46:58.276	0000100000101011	1653	6197	1.927	.537	0	322	25	25	175	16	1	1	76	37	1	14	0	8	5.02	76	0	19.23	0.000	
5.644	20:46:58.329	0000100000101011	1718	6245	1.937	.537	0	322	25	25	175	16	1	1	76	37	3	14	0	8	5.02	76	0	19.23	0.000	
5.69	20:46:58.375	0000100000101011	1771	6141	1.903	.537	0	326	25	25	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
5.742	20:46:58.427	0000100000101011	1736	5997	1.89	.537	0	326	25	25	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
5.79	20:46:58.475	0000100000101011	1638	6045	1.904	.537	0	326	25	25	175	14	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
5.84	20:46:58.525	0000100000101011	1550	6253	1.94	.537	0	322	24	24	175	14	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
5.891	20:46:58.576	0000100000101011	1484	6405	1.98	.537	0	322	24	23	175	14	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
5.943	20:46:58.628	0000100000101011	1371	6725	2.027	.537	0	318	23	21	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
5.993	20:46:58.678	0000100000101011	1296	6957	2.075	.537	5.89	318	21	20	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
6.041	20:46:58.726	0000100000101011	1218	7205	2.122	.537	6.273	314	19	18	175	18	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
6.09	20:46:58.775	0000100000101011	1288	7453	2.173	.537	6.234	314	18	17	175	18	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
6.141	20:46:58.826	0000100000101011	1439	7397	2.133	.537	5.296	314	20	19	175	18	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
6.192	20:46:58.877	0000100000101011	1645	6893	2.048	.537	4.171	318	21	19	175	17	1	1	76	37	1	14	0	8	5.02	76	0	19.23	0.000	
6.242	20:46:58.927	0000100000101011	1647	6573	1.999	.537	3.968	322	16	15	175	16	1	1	76	37	9	14	0	8	5.02	76	0	19.23	0.000	
6.293	20:46:58.978	0000100000101011	1668	6445	1.975	.537	3.71	322	10	9	175	16	1	1	76	37	2	14	0	8	5.02	76	0	19.23	0.000	
6.341	20:46:59.026	0000100000101011	1687	6389	1.957	.537	3.703	322	7	6	175	16	1	1	76	37	2	14	0	8	5.02	76	0	19.23	0.000	
6.392	20:46:59.077	0000100000101011	1719	6261	1.931	.537	3.64	322	1	1	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
6.441	20:46:59.126	0000100000101011	1702	6165	1.916	.537	3.468	322	-4	-4	175	16	1	1	76	37	1	14	0	8	5.02	76	0	19.23	0.000	
6.491	20:46:59.176	0000100000101011	1638	6149	1.923	.537	0	322	25	25	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
6.541	20:46:59.226	0000100000101011	1702	6237	1.935	.537	0	322	25	25	175	16	1	1	76	37	3	14	0	8	5.02	76	0	19.23	0.000	
6.592	20:46:59.277	0000100000101011	1773	6133	1.915	.537	0	326	25	25	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
6.643	20:46:59.328	0000100000101011	1761	6013	1.886	.537	0	326	25	25	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
6.692	20:46:59.377	0000100000101011	1683	5965	1.89	.537	0	326	25	25	175	14	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
6.741	20:46:59.426	0000100000101011	1581	6181	1.931	.537	0	322	24	24	175	14	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
6.792	20:46:59.477	0000100000101011	1516	6333	1.963	.537	0	322	24	24	175	14	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
6.841	20:46:59.526	0000100000101011	1420	6557	2.003	.537	0	322	23	22	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
6.891	20:46:59.576	0000100000101011	1347	6797	2.054	.537	5.835	318	22	21	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
6.941	20:46:59.626	0000100000101011	1272	7053	2.108	.537	6.234	318	20	19	175	18	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
6.993	20:46:59.678	0000100000101011	1232	7301	2.162	.537	6.195	314	19	18	175	18	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
7.04	20:46:59.725	0000100000101011	1445	7381	2.152	.537	5.273	314	21	19	175	18	1	1	76	37	6	14	0	8	5.02	76	0	19.23	0.000	
7.089	20:46:59.774	0000100000101011	1597	7077	2.071	.537	4.445	318	23	21	175	18	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
7.142	20:46:59.827	0000100000101011	1672	6669	2.006	.537	3.96	318	17	15	175	16	1	1	76	37	5	14	0	8	5.02	76	0	19.23	0.000	
7.191	20:46:59.876	0000100000101011	1641	6453	1.978	.537	3.796	322	12	11	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
7.243	20:46:59.928	0000100000101011	1681	6405	1.967	.537	3.695	322	6	5	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
7.292	20:46:59.977	0000100000101011	1708	6325	1.944	.537	3.664	322	3	3	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
7.341	20:47:00.026	0000100000101011	1717	6173	1.921	.537	3.601	322	-2	-2	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
7.39	20:47:00.075	0000100000101011	1676	6133	1.914	.537	0	326	25	25	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
7.44	20:47:00.125	0000100000101011	1663	6237	1.938	.537	0	322	25	25	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
7.49	20:47:00.175	0000100000101011	1777	6205	1.925	.537	0	322	25	25	175	16	1	1	76	37	2	14	0	8	5.02	76	0	19.23	0.000	
7.54	20:47:00.225	0000100000101011	1810	6005	1.891	.537	0	326	25	25	175	16	1	1	76	37	2	14	0	8	5.02	76	0	19.23	0.000	
7.589	20:47:00.274	0000100000101011	1736	5877	1.865	.537	0	326	25	25	175	14	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
7.639	20:47:00.324	0000100000101011	1675	5933	1.892	.537	0	326	25	25	175	14	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
7.69	20:47:00.375	0000100000101011	1571	6189	1.931	.537	0	322	24	24	175	14	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
7.739	20:47:00.424	0000100000101011	1481	6389	1.964	.537	0	322	24	23	175	15	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
7.79	20:47:00.475	0000100000101011	1410	6621	2.015	.537	0	322	23	22	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
7.843	20:47:00.528	0000100000101011	1337	6813	2.064	.537	5.906	318	22	21	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
7.89	20:47:00.575	0000100000101011	1260	7061	2.111	.537	6.296	318	20	19	175	17	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
7.939	20:47:00.624	0000100000101011	1221	7373	2.166	.537	6.242	314	18	17	175	18	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
7.989	20:47:00.674	0000100000101011	1439	7405	2.158	.537	5.289	314	20	19	175	18	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
8.04	20:47:00.725	0000100000101011	1596	7101	2.075	.537	4.46	318	23	21	175	18	1	1	76	37	1	14	0	8	5.02	76	0	19.23	0.000	
8.09	20:47:00.775	0000100000101011	1673	6677	2.007	.537	3.96	318	17	15	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
8.14	20:47:00.825	0000100000101011	1647	6461	1.981	.537	3.812	322	12	11	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
8.193	20:47:00.878	0000100000101011	1664	6413	1.969	.537	3.695	322	6	5	175	16	1	1	76	37	1	14	0	8	5.02	76	0	19.23	0.000	
8.242	20:47:00.927	0000100000101011	1701	6333	1.953	.537	3.679	322	3	3	175	16	1	1	76	37	1	14	0	8	5.02	76	0	19.23	0.000	
8.291	20:47:00.977	0000100000101011	1712	6205	1.923	.537	3.64	322	-2	-2	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
8.342	20:47:01.028	0000100000101011	1689	6109	1.911	.537	0	326	25	25	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
8.391	20:47:01.076	0000100000101011	1671	6213	1.933	.537	0	322	25	25	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
8.441	20:47:01.126	0000100000101011	1781	6189	1.921	.537	0	322	25	25	175	16	1	1	76	37	1	14	0	8	5.02	76	0	19.23	0.000	
8.491	20:47:01.176	0000100000101011	1789	6037	1.896	.537	0	326	25	25	175	16	1	1	76	37	3	14	0	8	5.02	76	0	19.23	0.000	
8.543	20:47:01.228	0000100000101011	1713	5869	1.866	.537	0	326	25	25	175	14	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
8.592	20:47:01.277	0000100000101011	1650	5973	1.899	.537	0	326	25	25	175	14	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
8.643	20:47:01.328	0000100000101011	1547	6221	1.94	.537	0	322	24	24	175	14	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
8.692	20:47:01.377	0000100000101011	1454	6477	1.981	.537	0	322	24	23	175	16	1	1	76	37	0	14	0	8	5.02	76	0	19.23	0.000	
