[13B-REW 5.08][DL-340XB][AEM 30-0334 X Series]
Time(s)	Clock    	Switches        	RPM	PIM	PIM V	TPS V	InjFrPr	Inj +/-	IGL	IGT	FuelT	Oil	PC%	WG%	WtrT	AirT	Knock	BatV	Speed	???(2)	O2S	???	InjFrSc	AN1-AN2 Wide Band O2	AN2 raw	
1.69	17:16:04.664	0000100000101011	1430	7093	2.097	.458	0	259	22	20	175	18	1	1	95	43	2	13.8	31	197	3.014	76	0	14.47	0.000	
1.74	17:16:04.714	0000100000101011	1460	7101	2.095	.458	0	259	22	20	175	18	1	1	95	43	0	13.8	31	195	2.817	76	0	14	0.000	
1.788	17:16:04.762	0000100000101011	1541	6989	2.071	.458	0	259	24	22	175	18	1	1	95	43	0	13.8	32	194	2.636	76	0	13.57	0.000	
1.839	17:16:04.813	0000100000101011	1558	6861	2.035	.458	0	259	24	22	175	18	1	1	95	43	0	13.8	32	192	2.575	76	0	13.43	0.000	
1.888	17:16:04.862	0000100000101011	1471	6749	2.036	.458	0	259	24	22	175	18	1	1	95	43	0	13.8	32	187	2.5	76	0	13.25	0.000	
1.939	17:16:04.913	0000100000101011	1400	6917	2.075	.458	0	259	23	21	175	18	1	1	95	43	0	13.8	33	185	2.449	76	0	13.13	0.000	
1.991	17:16:04.965	0000100000101011	1327	7117	2.121	.458	0	259	21	19	175	18	1	1	95	43	0	13.8	32	181	2.48	76	0	13.2	0.000	
2.041	17:16:05.015	0000100000101011	1202	7485	2.172	.458	0	259	18	17	175	18	1	1	95	43	0	13.8	32	177	2.626	76	0	13.55	0.000	
2.091	17:16:05.065	0000100000101011	1165	7581	2.214	.458	0	259	16	15	175	18	1	1	95	43	0	13.8	31	174	2.964	76	0	14.35	0.000	
2.139	17:16:05.113	0000100000101011	1076	7829	2.254	.458	5.503	259	15	12	175	18	1	1	95	43	0	13.8	30	177	3.498	76	0	15.62	0.000	
2.191	17:16:05.165	0000100000101011	977	8125	2.298	.458	5.816	259	12	9	175	18	1	1	95	43	0	13.8	30	178	4.35	76	0	17.64	0.000	
2.24	17:16:05.214	0000100000101011	919	8349	2.359	.458	5.816	259	11	8	175	20	1	1	95	43	0	13.8	29	176	4.4	76	0	17.76	0.000	
2.292	17:16:05.266	0000100000101011	999	8549	2.368	.458	5.96	259	-5	-8	175	20	1	1	95	43	0	13.8	28	178	4.4	76	0	17.76	0.000	
2.341	17:16:05.315	0000100000101011	1140	8381	2.33	.458	5.406	259	1	-1	175	20	1	1	95	43	0	13.8	27	186	4.4	76	0	17.76	0.000	
2.39	17:16:05.364	0000100000101011	1312	8053	2.263	.458	4.992	259	5	4	175	18	1	1	95	43	0	13.8	27	194	4.4	76	0	17.76	0.000	
2.438	17:16:05.412	0000100000101011	1363	7693	2.196	.458	4.828	259	13	12	175	18	1	1	95	43	0	13.8	28	198	4.41	76	0	17.79	0.000	
2.489	17:16:05.463	0000100000101011	1469	7365	2.145	.458	4.55	259	10	8	175	18	1	1	95	43	0	13.8	28	202	4.41	76	0	17.79	0.000	
2.539	17:16:05.513	0000100000101011	1436	7245	2.119	.458	4.48	259	6	5	175	18	1	1	95	43	0	13.8	29	200	4.4	76	0	17.76	0.000	
2.589	17:16:05.563	0000100000101011	1419	7173	2.114	.458	4.425	259	-1	-2	175	18	1	1	95	43	0	13.8	30	200	4.339	76	0	17.62	0.000	
2.641	17:16:05.615	0000100000101011	1428	7149	2.107	.458	4.394	259	-4	-6	175	18	1	1	95	43	0	13.8	30	200	3.684	76	0	16.06	0.000	
2.69	17:16:05.664	0000100000101011	1395	7109	2.103	.458	4.394	259	-9	-10	175	18	1	1	95	43	0	13.8	30	198	3.115	76	0	14.71	0.000	
2.74	17:16:05.714	0000100000101011	1343	7205	2.119	.458	0	259	20	19	175	18	1	1	95	43	0	13.8	30	194	2.858	76	0	14.1	0.000	
2.79	17:16:05.764	0000100000101011	1367	7333	2.143	.454	0	259	20	19	175	18	1	1	95	43	0	13.8	31	193	2.706	76	0	13.74	0.000	
2.838	17:16:05.812	0000100000101011	1464	7269	2.124	.458	0	259	21	19	175	18	1	1	95	43	0	13.8	31	192	2.666	76	0	13.64	0.000	
2.891	17:16:05.865	0000100000101011	1531	7029	2.083	.458	0	259	23	21	175	18	1	1	95	43	0	13.8	31	191	2.676	76	0	13.67	0.000	
2.941	17:16:05.915	0000100000101011	1469	6893	2.055	.454	0	259	23	22	175	18	1	1	95	43	0	13.8	32	187	2.596	76	0	13.48	0.000	
2.989	17:16:05.963	0000100000101011	1372	6973	2.075	.458	0	259	22	21	175	18	1	1	95	43	0	13.8	32	183	2.535	76	0	13.33	0.000	
3.04	17:16:06.014	0000100000101011	1296	7213	2.124	.458	0	259	19	18	175	18	1	1	95	43	0	13.8	32	179	2.51	76	0	13.27	0.000	
3.09	17:16:06.064	0000100000101011	1217	7437	2.167	.458	0	259	18	17	175	18	1	1	95	43	0	13.8	32	175	2.606	76	0	13.5	0.000	
3.14	17:16:06.114	0000100000101011	1131	7637	2.206	.458	0	259	16	14	175	18	1	1	95	43	0	13.8	31	176	2.883	76	0	14.16	0.000	
3.189	17:16:06.163	0000100000101011	1081	7837	2.263	.458	5.277	259	14	12	175	18	1	1	95	43	0	13.8	30	178	3.442	76	0	15.49	0.000	
3.24	17:16:06.214	0000100000101011	982	8133	2.312	.458	5.621	259	12	9	175	18	1	1	95	43	0	13.8	29	178	4.229	76	0	17.36	0.000	
3.29	17:16:06.264	0000100000101011	927	8469	2.36	.458	6.042	259	10	7	175	20	1	1	95	43	1	13.8	28	177	4.4	76	0	17.76	0.000	
3.339	17:16:06.313	0000100000101011	996	8509	2.362	.458	5.578	259	-5	-8	175	20	1	1	95	43	1	13.8	27	178	4.4	76	0	17.76	0.000	
3.392	17:16:06.366	0000100000101011	1125	8381	2.323	.458	5.285	259	1	-2	175	20	1	1	95	43	1	13.8	27	186	4.4	76	0	17.76	0.000	
3.438	17:16:06.412	0000100000101011	1291	8053	2.256	.458	4.921	259	5	4	175	18	1	1	95	43	1	13.8	27	193	4.4	76	0	17.76	0.000	
3.49	17:16:06.464	0000100000101011	1428	7589	2.188	.458	4.746	259	12	11	175	18	1	1	95	43	1	13.8	28	200	4.4	76	0	17.76	0.000	
3.539	17:16:06.513	0000100000101011	1435	7333	2.136	.458	4.589	259	10	8	175	18	1	1	95	43	1	13.8	28	200	4.41	76	0	17.79	0.000	
3.59	17:16:06.564	0000100000101011	1409	7157	2.11	.458	4.488	259	5	3	175	18	1	1	95	43	1	13.8	29	200	4.339	76	0	17.62	0.000	
3.638	17:16:06.612	0000100000101011	1375	7229	2.124	.458	4.449	259	-2	-3	175	18	1	1	95	43	3	13.8	29	198	3.911	76	0	16.6	0.000	
3.691	17:16:06.665	0000100000101011	1340	7333	2.145	.458	4.488	259	-6	-7	175	18	1	1	95	43	1	13.8	30	196	3.266	76	0	15.07	0.000	
3.739	17:16:06.713	0000100000101011	1373	7317	2.142	.458	0	259	-10	-11	175	18	1	1	95	43	0	13.8	30	195	3.074	76	0	14.61	0.000	
3.79	17:16:06.764	0000100000101011	1372	7285	2.134	.458	0	259	20	19	175	18	1	1	95	43	0	13.8	30	192	2.974	76	0	14.38	0.000	
3.84	17:16:06.814	0000100000101011	1458	7237	2.116	.458	0	259	21	20	175	18	1	1	95	43	0	13.8	30	192	2.817	76	0	14	0.000	
3.89	17:16:06.864	0000100000101011	1506	6973	2.075	.458	0	259	24	22	175	18	1	1	95	43	0	13.8	31	190	2.57	76	0	13.42	0.000	
3.939	17:16:06.913	0000100000101011	1480	6893	2.054	.458	0	259	23	22	175	18	1	1	95	43	0	13.8	32	188	2.389	76	0	12.99	0.000	
3.989	17:16:06.963	0000100000101011	1413	6845	2.068	.458	0	259	23	21	175	18	1	1	95	43	0	13.8	32	184	2.349	76	0	12.89	0.000	
4.041	17:16:07.015	0000100000101011	1294	7165	2.111	.458	0	259	20	19	175	18	1	1	95	43	0	13.8	32	179	2.328	76	0	12.84	0.000	
4.089	17:16:07.063	0000100000101011	1215	7405	2.158	.458	0	259	18	17	175	18	1	1	95	43	0	13.8	31	175	2.339	76	0	12.87	0.000	
4.139	17:16:07.113	0000100000101011	1131	7685	2.21	.458	0	259	15	13	175	18	1	1	95	43	0	13.8	31	173	2.535	76	0	13.33	0.000	
4.189	17:16:07.163	0000100000101011	1090	7781	2.255	.458	5.449	259	15	13	175	18	1	1	95	43	0	13.8	30	178	2.817	76	0	14	0.000	
4.24	17:16:07.214	0000100000101011	994	8093	2.298	.458	5.746	259	12	9	175	18	1	1	95	43	0	13.8	29	178	3.493	76	0	15.61	0.000	
4.289	17:16:07.263	0000100000101011	937	8389	2.344	.458	5.746	259	10	7	175	20	1	1	95	43	0	13.8	29	177	4.289	76	0	17.5	0.000	
4.34	17:16:07.314	0000100000101011	1011	8517	2.364	.458	5.843	259	-5	-8	175	20	1	1	95	43	0	13.8	28	180	4.4	76	0	17.76	0.000	
4.389	17:16:07.363	0000100000101011	1164	8325	2.31	.458	5.359	259	1	-1	175	20	1	1	95	43	0	13.8	27	188	4.4	76	0	17.76	0.000	
4.438	17:16:07.412	0000100000101011	1310	8005	2.24	.458	4.976	259	5	4	175	18	1	1	95	43	0	13.8	27	194	4.4	76	0	17.76	0.000	
4.491	17:16:07.465	0000100000101011	1444	7509	2.169	.463	4.644	259	13	11	175	18	1	1	95	43	0	13.8	28	202	4.4	76	0	17.76	0.000	
4.539	17:16:07.513	0000100000101011	1465	7325	2.128	.458	4.527	259	10	8	175	18	1	1	95	43	0	13.8	29	202	4.4	76	0	17.76	0.000	
4.591	17:16:07.565	0000100000101011	1387	7237	2.125	.458	4.457	259	3	2	175	18	1	1	95	43	0	13.8	29	198	4.41	76	0	17.79	0.000	
4.64	17:16:07.614	0000100000101011	1377	7269	2.132	.458	4.457	259	-2	-3	175	18	1	1	95	43	0	13.8	30	198	4.239	76	0	17.38	0.000	
4.689	17:16:07.663	0000100000101011	1385	7333	2.136	.458	4.472	259	-6	-7	175	18	1	1	95	43	0	13.8	30	198	3.866	76	0	16.49	0.000	
4.743	17:16:07.717	0000100000101011	1451	7189	2.115	.458	0	259	-8	-10	175	18	1	1	95	43	1	13.8	30	199	3.387	76	0	15.36	0.000	
4.79	17:16:07.764	0000100000101011	1441	7109	2.098	.458	0	259	22	20	175	18	1	1	95	43	0	13.8	30	197	3.044	76	0	14.54	0.000	
4.84	17:16:07.814	0000100000101011	1394	7101	2.104	.458	0	259	21	20	175	18	1	1	95	43	0	13.8	31	194	2.807	76	0	13.98	0.000	
4.891	17:16:07.865	0000100000101011	1488	7141	2.103	.454	0	259	22	21	175	18	1	1	95	43	0	13.8	31	193	2.616	76	0	13.53	0.000	
4.939	17:16:07.913	0000100000101011	1483	7029	2.072	.458	0	259	22	21	175	18	1	1	95	43	0	13.8	32	191	2.575	76	0	13.43	0.000	
4.99	17:16:07.964	0000100000101011	1392	6997	2.08	.458	0	259	22	21	175	18	1	1	95	43	0	13.8	32	186	2.575	76	0	13.43	0.000	
5.039	17:16:08.013	0000100000101011	1319	7157	2.114	.458	0	259	21	19	175	18	1	1	95	43	0	13.8	32	182	2.596	76	0	13.48	0.000	
5.09	17:16:08.064	0000100000101011	1241	7349	2.154	.458	0	259	18	17	175	18	1	1	95	43	0	13.8	32	179	2.686	76	0	13.69	0.000	
5.14	17:16:08.114	0000100000101011	1157	7621	2.202	.458	0	259	16	15	175	18	1	1	95	43	0	13.8	31	175	2.883	76	0	14.16	0.000	
5.189	17:16:08.163	0000100000101011	1067	7869	2.246	.458	0	259	14	12	175	18	1	1	95	43	0	13.8	31	179	3.231	76	0	14.99	0.000	
5.24	17:16:08.214	0000100000101011	1012	8045	2.294	.458	5.542	259	13	10	175	18	1	1	95	43	0	13.8	30	180	3.79	76	0	16.31	0.000	
5.291	17:16:08.265	0000100000101011	909	8373	2.347	.458	5.863	259	11	8	175	19	1	1	95	43	0	13.8	28	176	4.38	76	0	17.72	0.000	
5.34	17:16:08.314	0000100000101011	909	8509	2.38	.454	6	259	10	7	175	20	1	1	95	44	0	13.8	27	176	4.4	76	0	17.76	0.000	
5.39	17:16:08.364	0000100000101011	1076	8509	2.355	.458	5.46	259	-1	-4	175	20	1	1	95	44	0	13.8	27	182	4.4	76	0	17.76	0.000	
5.439	17:16:08.413	0000100000101011	1242	8189	2.285	.458	5.023	259	3	2	175	18	1	1	95	44	0	13.8	27	191	4.4	76	0	17.76	0.000	
5.489	17:16:08.463	0000100000101011	1373	7669	2.208	.458	4.839	259	13	12	175	18	1	1	95	44	1	13.8	27	198	4.41	76	0	17.79	0.000	
5.539	17:16:08.513	0000100000101011	1437	7469	2.159	.458	4.664	259	11	10	175	18	1	1	95	44	0	13.8	28	200	4.4	76	0	17.76	0.000	
5.591	17:16:08.565	0000100000101011	1437	7301	2.128	.458	4.535	259	8	6	175	18	1	1	95	44	0	13.8	29	200	4.4	76	0	17.76	0.000	
5.641	17:16:08.615	0000100000101011	1416	7197	2.118	.458	4.433	259	2	1	175	18	1	1	95	44	0	13.8	29	200	4.299	76	0	17.52	0.000	
5.689	17:16:08.663	0000100000101011	1387	7157	2.114	.458	4.41	259	-3	-4	175	18	1	1	95	44	0	13.8	29	198	3.825	76	0	16.4	0.000	
5.741	17:16:08.715	0000100000101011	1406	7197	2.117	.458	4.433	259	-7	-8	175	18	1	1	95	44	1	13.8	30	200	3.266	76	0	15.07	0.000	
5.789	17:16:08.763	0000100000101011	1361	7205	2.119	.458	0	259	20	19	175	18	1	1	95	44	0	13.8	30	196	2.958	76	0	14.34	0.000	
5.842	17:16:08.816	0000100000101011	1344	7261	2.135	.458	0	259	20	19	175	18	1	1	95	44	0	13.8	30	193	2.767	76	0	13.88	0.000	
5.891	17:16:08.865	0000100000101011	1428	7253	2.124	.458	0	259	21	19	175	18	1	1	95	44	0	13.8	31	192	2.676	76	0	13.67	0.000	
5.94	17:16:08.914	0000100000101011	1492	7053	2.089	.458	0	259	22	21	175	18	1	1	95	44	0	13.8	31	191	2.596	76	0	13.48	0.000	
5.991	17:16:08.965	0000100000101011	1484	6949	2.064	.458	0	259	23	22	175	18	1	1	95	44	0	13.8	31	189	2.48	76	0	13.2	0.000	
6.04	17:16:09.014	0000100000101011	1375	6973	2.076	.458	0	259	22	21	175	18	1	1	95	44	0	13.8	32	184	2.389	76	0	12.99	0.000	
6.09	17:16:09.064	0000100000101011	1300	7181	2.119	.458	0	259	20	19	175	18	1	1	95	44	0	13.8	32	180	2.349	76	0	12.89	0.000	
6.14	17:16:09.114	0000100000101011	1222	7397	2.164	.458	0	259	18	17	175	18	1	1	95	44	0	13.8	31	176	2.399	76	0	13.01	0.000	
6.189	17:16:09.163	0000100000101011	1137	7637	2.205	.458	0	259	16	14	175	18	1	1	95	44	0	13.8	31	173	2.586	76	0	13.45	0.000	
6.241	17:16:09.215	0000100000101011	1046	7941	2.259	.458	5.394	259	14	11	175	18	1	1	95	44	0	13.8	30	177	2.943	76	0	14.3	0.000	
6.289	17:16:09.263	0000100000101011	1001	8077	2.305	.458	5.8	259	13	10	175	18	1	1	95	44	0	13.8	30	179	3.669	76	0	16.03	0.000	
6.34	17:16:09.314	0000100000101011	896	8381	2.348	.458	6.23	259	11	8	175	18	1	1	95	44	0	13.8	29	176	4.39	76	0	17.74	0.000	
6.389	17:16:09.363	0000100000101011	885	8581	2.392	.458	6.23	259	10	7	175	20	1	1	95	44	0	13.8	28	176	4.4	76	0	17.76	0.000	
6.44	17:16:09.414	0000100000101011	1003	8605	2.382	.458	5.71	259	-5	-8	175	20	1	1	95	44	0	13.8	27	180	4.4	76	0	17.76	0.000	
6.491	17:16:09.465	0000100000101011	1145	8341	2.327	.458	5.417	259	2	0	175	20	1	1	95	44	0	13.8	26	186	4.4	76	0	17.76	0.000	
6.54	17:16:09.514	0000100000101011	1304	8005	2.251	.458	4.984	259	6	5	175	18	1	1	95	44	0	13.8	26	194	4.4	76	0	17.76	0.000	
6.589	17:16:09.563	0000100000101011	1400	7685	2.189	.458	4.796	259	13	12	175	18	1	1	95	44	0	13.8	27	200	4.4	76	0	17.76	0.000	
6.639	17:16:09.613	0000100000101011	1432	7389	2.154	.458	4.628	259	9	8	175	18	1	1	95	44	0	13.8	28	200	4.4	76	0	17.76	0.000	
6.69	17:16:09.664	0000100000101011	1426	7245	2.125	.458	4.472	259	6	5	175	18	1	1	95	44	0	13.8	28	200	4.193	76	0	17.27	0.000	
6.742	17:16:09.716	0000100000101011	1384	7245	2.129	.458	4.464	259	0	-1	175	18	1	1	95	44	0	13.8	29	198	3.553	76	0	15.75	0.000	
6.79	17:16:09.764	0000100000100011	1374	7293	2.136	.458	4.464	259	-6	-7	175	18	1	1	95	44	0	13.8	29	198	3.054	76	0	14.57	0.000	
6.839	17:16:09.813	0000100000100011	1384	7293	2.134	.458	4.449	259	-10	-11	175	18	1	1	95	44	0	13.8	30	197	2.938	76	0	14.29	0.000	
6.889	17:16:09.863	0000100000100011	1371	7237	2.125	.458	0	259	20	19	175	18	1	1	95	44	0	13.8	30	195	2.777	76	0	13.91	0.000	
6.941	17:16:09.915	0000100000101011	1446	7221	2.123	.458	0	259	21	20	175	18	1	1	95	44	0	13.8	30	193	2.676	76	0	13.67	0.000	
6.99	17:16:09.964	0000100000101011	1457	7101	2.097	.454	0	259	22	20	175	18	1	1	95	44	0	13.8	30	191	2.575	76	0	13.43	0.000	
7.04	17:16:10.014	0000100000101011	1453	6989	2.084	.458	0	259	23	21	175	18	1	1	95	44	0	13.8	31	189	2.52	76	0	13.3	0.000	
7.088	17:16:10.062	0000100000101011	1343	7117	2.108	.458	0	259	21	20	175	18	1	1	95	44	0	13.8	31	184	2.46	76	0	13.16	0.000	
7.139	17:16:10.113	0000100000101011	1267	7317	2.145	.458	0	259	19	18	175	18	1	1	95	44	0	13.8	31	180	2.419	76	0	13.06	0.000	
7.19	17:16:10.164	0000100000101011	1186	7525	2.187	.458	0	259	16	15	175	18	1	1	95	44	0	13.8	31	177	2.449	76	0	13.13	0.000	
7.239	17:16:10.213	0000100000101011	1100	7805	2.237	.458	0	259	15	13	175	18	1	1	95	44	0	13.8	30	177	2.586	76	0	13.45	0.000	
7.29	17:16:10.264	0000100000101011	1058	7909	2.278	.458	5.605	259	14	11	175	18	1	1	95	44	0	13.8	29	179	2.893	76	0	14.18	0.000	
7.34	17:16:10.314	0000100000101011	959	8213	2.328	.458	5.933	259	12	9	175	18	1	1	95	44	0	13.8	28	177	3.422	76	0	15.44	0.000	
7.391	17:16:10.365	0000100000101011	901	8509	2.368	.458	5.933	259	10	7	175	20	1	1	95	44	0	13.8	28	176	4.259	76	0	17.43	0.000	
7.44	17:16:10.414	0000100000101011	980	8621	2.383	.458	6.015	259	-5	-8	175	20	1	1	95	44	0	13.8	27	178	4.4	76	0	17.76	0.000	
7.49	17:16:10.464	0000100000101011	1146	8413	2.328	.458	5.476	259	1	-1	175	20	1	1	95	44	0	13.8	26	186	4.4	76	0	17.76	0.000	
7.54	17:16:10.514	0000100000101011	1300	8061	2.257	.458	5.031	259	5	4	175	18	1	1	95	44	0	13.8	27	194	4.4	76	0	17.76	0.000	
7.589	17:16:10.563	0000100000101011	1429	7549	2.185	.458	4.828	259	12	11	175	18	1	1	95	44	2	13.8	27	200	4.41	76	0	17.79	0.000	
7.64	17:16:10.614	0000100000101011	1451	7365	2.141	.458	4.542	259	10	8	175	18	1	1	95	44	0	13.8	28	202	4.4	76	0	17.76	0.000	
7.689	17:16:10.663	0000100000101011	1408	7245	2.134	.458	4.472	259	6	5	175	18	1	1	95	44	0	13.8	28	200	4.4	76	0	17.76	0.000	
7.74	17:16:10.714	0000100000101011	1371	7301	2.138	.458	4.488	259	-2	-3	175	18	1	1	95	44	0	13.8	29	198	4.002	76	0	16.82	0.000	
7.79	17:16:10.764	0000100000100011	1376	7349	2.145	.458	4.48	259	-6	-8	175	18	1	1	95	44	0	13.8	29	198	3.543	76	0	15.73	0.000	
7.839	17:16:10.813	0000100000101011	1420	7277	2.123	.458	4.48	259	-9	-11	175	18	1	1	95	44	0	13.8	30	199	3.195	76	0	14.9	0.000	
7.889	17:16:10.863	0000100000101011	1414	7157	2.11	.458	0	259	22	20	175	18	1	1	95	44	0	13.8	30	196	2.878	76	0	14.15	0.000	
7.94	17:16:10.914	0000100000101011	1443	7165	2.11	.458	0	259	22	20	175	18	1	1	95	44	0	13.8	30	194	2.696	76	0	13.72	0.000	
7.99	17:16:10.964	0000100000101011	1454	7117	2.097	.458	0	259	22	20	175	18	1	1	95	44	0	13.8	31	192	2.555	76	0	13.38	0.000	
8.041	17:16:11.015	0000100000101011	1479	7045	2.083	.454	0	259	22	21	175	18	1	1	95	44	0	13.8	31	189	2.52	76	0	13.3	0.000	
8.09	17:16:11.064	0000100000101011	1413	7037	2.087	.458	0	259	22	20	175	18	1	1	95	44	0	13.8	32	187	2.535	76	0	13.33	0.000	
8.139	17:16:11.113	0000100000101011	1312	7181	2.115	.458	0	259	20	19	175	18	1	1	95	44	0	13.8	32	181	2.565	76	0	13.4	0.000	
8.19	17:16:11.164	0000100000101011	1232	7381	2.157	.458	0	259	18	17	175	18	1	1	95	44	0	13.8	31	178	2.646	76	0	13.6	0.000	
8.24	17:16:11.214	0000100000101011	1147	7637	2.202	.458	0	259	16	15	175	18	1	1	95	44	0	13.8	31	174	2.843	76	0	14.06	0.000	
8.289	17:16:11.263	0000100000101011	1097	7781	2.25	.458	0	259	15	13	175	18	1	1	95	44	0	13.8	30	176	3.195	76	0	14.9	0.000	
8.34	17:16:11.314	0000100000101011	1001	8077	2.298	.458	5.605	259	13	10	175	18	1	1	95	44	0	13.8	29	180	3.851	76	0	16.46	0.000	
8.39	17:16:11.364	0000100000101011	896	8413	2.348	.458	5.917	259	11	8	175	18	1	1	95	44	0	13.8	28	177	4.37	76	0	17.69	0.000	
8.441	17:16:11.415	0000100000101011	896	8549	2.384	.458	6.054	259	10	7	175	20	1	1	95	44	0	13.8	27	176	4.4	76	0	17.76	0.000	
